TOKEN	TRUE	PREDICTED
,	O	O
that	O	O
establishing	O	O
the	O	O
actual	O	O
level	O	O
of	O	O
human	O	O
exposure	O	O
to	O	O
a	O	O
particular	O	O
factor	O	O
and	O	O
mimicking	O	O
it	O	O
in	O	O
experimental	O	O
models	O	O
is	O	O
not	O	O
always	O	O
easy	O	O
.	O	O

In	O	O
addition	O	O
,	O	O
it	O	O
appears	O	O
Australian	O	O
women	O	O
are	O	O
falling	O	O
short	O	O
of	O	O
LC	O	O
n	O	O
-	O	O
3PUFA	O	O
intake	O	O
recommendations	O	O
during	O	O
pregnancy	O	O
[	O	O
6	O	O
,	O	O
7	O	O
].	O	O

(	O	O
2006	O	O
)],	O	O
presence	O	O
within	O	O
1	O	O
kb	O	O
of	O	O
at	O	O
least	O	O
one	O	O
of	O	O
258	O	O
computationally	O	O
predicted	O	O
transcription	O	O
factor	O	O
binding	O	O
site	O	O
(	O	O
TFBS	O	O
)	O	O
sequences	O	O
obtained	O	O
from	O	O
the	O	O
tfbsConsSites	O	O
track	O	O
of	O	O
the	O	O
University	O	O
of	O	O
California	O	O
–	O	O
Santa	O	O
Cruz	O	O
(	O	O
UCSC	O	O
)	O	O
Genomes	O	O
Browser	O	O
site	O	O
(	O	O
TFBS	O	O
z	O	O
-	O	O
score	O	O
>	O	O
2	O	O
)	O	O
(	O	O
Kent	O	O
et	O	O
al	O	O
.	O	O

In	O	O
humans	O	O
,	O	O
BAT	O	O
develops	O	O
in	O	O
the	O	O
fetus	O	O
during	O	O
gestation	O	O
.	O	O

We	O	O
used	O	O
PyNAST	O	O
alignment	O	O
[	O	O
37	O	O
]	O	O
with	O	O
Greengenes	O	O
core	O	O
reference	O	O
[	O	O
38	O	O
,	O	O
39	O	O
]	O	O
to	O	O
build	O	O
OTU	O	O
tables	O	O
and	O	O
assign	O	O
taxonomy	O	O
[	O	O
39	O	O
,	O	O
40	O	O
].	O	O

In	O	O
this	O	O
context	O	O
,	O	O
it	O	O
is	O	O
plausible	O	O
in	O	O
our	O	O
experimental	O	O
model	O	O
that	O	O
RC	O	O
offspring	O	O
did	O	O
not	O	O
showed	O	O
underweight	O	O
and	O	O
,	O	O
therefore	O	O
,	O	O
hyperphagia	O	O
in	O	O
any	O	O
stage	O	O
.	O	O

The	O	O
delivery	O	O
mode	O	O
was	O	O
drawn	O	O
from	O	O
maternal	O	O
delivery	O	O
records	O	O
,	O	O
and	O	O
maternal	O	O
pre	O	O
-	O	O
pregnancy	O	O
height	O	O
,	O	O
weight	O	O
,	O	O
and	O	O
parity	O	O
were	O	O
determined	O	O
via	O	O
a	O	O
self	O	O
-	O	O
administered	O	O
questionnaire	O	O
upon	O	O
study	O	O
entry	O	O
and	O	O
used	O	O
to	O	O
compute	O	O
pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
.	O	O

Mass	O	O
calibration	O	O
was	O	O
performed	O	O
using	O	O
trypsin	O	O
autolysis	O	O
peaks	O	O
,	O	O
2211	O	O
.	O	O
11	O	O
Da	O	O
and	O	O
842	O	O
.	O	O
51	O	O
Da	O	O
as	O	O
internal	O	O
standards	O	O
.	O	O

A	O	O
significant	O	O
interaction	O	O
was	O	O
detected	O	O
between	O	O
ADH1C	O	O
c	O	O
.-	O	O
64T	O	O
>	O	O
C	O	O
genotype	O	O
and	O	O
vitamin	O	O
A	O	O
supplementation	O	O
for	O	O
IMF	O	O
content	O	O
in	O	O
the	O	O
LM	O	O
.	O	O

In	O	O
severe	O	O
cases	O	O
,	O	O
both	O	O
maternal	O	O
and	O	O
fetal	O	O
survival	O	O
can	O	O
be	O	O
threatened	O	O
at	O	O
or	O	O
near	O	O
birth	O	O
.	O	O

Given	O	O
that	O	O
vitamin	O	O
D	O	O
levels	O	O
in	O	O
the	O	O
population	O	O
fluctuate	O	O
across	O	O
the	O	O
seasons	O	O
and	O	O
decrease	O	O
across	O	O
higher	O	O
latitude	O	O
[	O	O
4	O	O
],	O	O
low	O	O
prenatal	O	O
vitamin	O	O
D	O	O
‘	O	O
fits	O	O
’	O	O
these	O	O
key	O	O
environmental	O	O
features	O	O
and	O	O
is	O	O
therefore	O	O
a	O	O
plausible	O	O
candidate	O	O
risk	O	O
factor	O	O
for	O	O
this	O	O
disease	O	O
.	O	O

Having	O	O
this	O	O
option	O	O
of	O	O
attending	O	O
may	O	O
contribute	O	O
to	O	O
self	O	O
-	O	O
selection	O	O
bias	O	O
.	O	O

Low	O	O
birth	O	O
weight	O	O
infants	O	O
are	O	O
susceptible	O	O
to	O	O
higher	O	O
risk	O	O
of	O	O
developing	O	O
iron	O	O
deficiency	O	O
anemia	O	O
leading	O	O
to	O	O
impaired	O	O
development	O	O
and	O	O
altered	O	O
longer	O	O
term	O	O
neurodevelopment	O	O
[	O	O
3	O	O
].	O	O

At	O	O
the	O	O
time	O	O
of	O	O
resupply	O	O
,	O	O
the	O	O
SS	O	O
will	O	O
collect	O	O
the	O	O
empty	O	O
strips	O	O
from	O	O
the	O	O
previous	O	O
round	O	O
.	O	O

The	O	O
ROLO	O	O
trial	O	O
evaluated	O	O
the	O	O
effect	O	O
of	O	O
a	O	O
low	O	O
glycaemic	O	O
index	O	O
diet	O	O
among	O	O
women	O	O
who	O	O
had	O	O
previously	O	O
given	O	O
birth	O	O
to	O	O
an	O	O
infant	O	O
with	O	O
weight	O	O
above	O	O
4	O	O
kg	O	O
[	O	O
16	O	O
].	O	O

Season	O	O
of	O	O
Birth	O	O
and	O	O
Risk	O	O
for	O	O
Adult	O	O
Onset	O	O
Glioma	O	O
Abstract	O	O
Adult	O	O
onset	O	O
glioma	O	O
is	O	O
a	O	O
rare	O	O
cancer	O	O
which	O	O
occurs	O	O
more	O	O
frequently	O	O
in	O	O
Caucasians	O	O
than	O	O
African	O	O
Americans	O	O
,	O	O
and	O	O
in	O	O
men	O	O
than	O	O
women	O	O
.	O	O

The	O	O
new	O	O
study	O	O
appears	O	O
in	O	O
the	O	O
July	O	O
2006	O	O
issue	O	O
of	O	O
Archives	O	O
of	O	O
Medical	O	O
Research	O	O
.	O	O

Pregnancy	O	O
complications	O	O
studied	O	O
included	O	O
PE	O	O
,	O	O
gestational	O	O
hypertension	O	O
(	O	O
GH	O	O
),	O	O
GDM	O	O
,	O	O
sPTB	O	O
and	O	O
SGA	O	O
and	O	O
have	O	O
been	O	O
previously	O	O
defined	O	O
[	O	O
28	O	O
,	O	O
29	O	O
,	O	O
31	O	O
,	O	O
32	O	O
].	O	O

The	O	O
most	O	O
commonly	O	O
used	O	O
herbs	O	O
were	O	O
ginger	O	O
and	O	O
peppermint	O	O
.	O	O

Our	O	O
findings	O	O
indicate	O	O
no	O	O
evidence	O	O
of	O	O
an	O	O
effect	O	O
of	O	O
a	O	O
comprehensive	O	O
dietary	O	O
and	O	O
lifestyle	O	O
intervention	O	O
provided	O	O
during	O	O
pregnancy	O	O
for	O	O
women	O	O
who	O	O
are	O	O
overweight	O	O
or	O	O
obese	O	O
,	O	O
on	O	O
measures	O	O
of	O	O
infant	O	O
growth	O	O
,	O	O
adiposity	O	O
,	O	O
and	O	O
neurodevelopment	O	O
at	O	O
6	O	O
-	O	O
months	O	O
of	O	O
age	O	O
.	O	O

Our	O	O
results	O	O
lie	O	O
within	O	O
these	O	O
ranges	O	O
,	O	O
but	O	O
it	O	O
is	O	O
difficult	O	O
to	O	O
make	O	O
a	O	O
comparison	O	O
,	O	O
as	O	O
the	O	O
variations	O	O
are	O	O
very	O	O
wide	O	O
and	O	O
we	O	O
recorded	O	O
the	O	O
use	O	O
of	O	O
folic	O	O
acid	O	O
throughout	O	O
pregnancy	O	O
without	O	O
focusing	O	O
on	O	O
the	O	O
first	O	O
trimester	O	O
.	O	O

Further	O	O
studies	O	O
are	O	O
required	O	O
to	O	O
confirm	O	O
these	O	O
findings	O	O
.	O	O

Established	O	O
risk	O	O
factors	O	O
include	O	O
ionizing	O	O
radiation	O	O
and	O	O
a	O	O
few	O	O
genetic	O	O
syndromes	O	O
[	O	O
2	O	O
].	O	O

Temporal	O	O
patterns	O	O
in	O	O
birth	O	O
weight	O	O
may	O	O
result	O	O
from	O	O
seasonal	O	O
variations	O	O
in	O	O
food	O	O
availability	O	O
.	O	O

We	O	O
have	O	O
previously	O	O
shown	O	O
that	O	O
a	O	O
comprehensive	O	O
dietary	O	O
and	O	O
lifestyle	O	O
intervention	O	O
during	O	O
pregnancy	O	O
,	O	O
in	O	O
women	O	O
who	O	O
are	O	O
overweight	O	O
or	O	O
obese	O	O
,	O	O
significantly	O	O
improves	O	O
both	O	O
maternal	O	O
diet	O	O
and	O	O
physical	O	O
activity	O	O
[	O	O
21	O	O
],	O	O
is	O	O
associated	O	O
with	O	O
an	O	O
18	O	O
and	O	O
41	O	O
%	O	O
relative	O	O
reduction	O	O
in	O	O
the	O	O
risk	O	O
of	O	O
high	O	O
infant	O	O
birth	O	O
weight	O	O
above	O	O
4	O	O
and	O	O
4	O	O
.	O	O
5	O	O
kg	O	O
[	O	O
22	O	O
,	O	O
23	O	O
],	O	O
and	O	O
was	O	O
a	O	O
cost	O	O
neutral	O	O
intervention	O	O
[	O	O
24	O	O
].	O	O

These	O	O
DNA	O	O
repetitive	O	O
elements	O	O
are	O	O
made	O	O
up	O	O
of	O	O
interspersed	O	O
and	O	O
tandem	O	O
repeats	O	O
and	O	O
comprise	O	O
at	O	O
least	O	O
half	O	O
of	O	O
the	O	O
human	O	O
genome	O	O
(	O	O
Zamudio	O	O
and	O	O
Bourc	O	O
’	O	O
his	O	O
2010	O	O
).	O	O

Methods	O	O
Setting	O	O
and	O	O
participants	O	O
This	O	O
randomized	O	O
clinical	O	O
trial	O	O
was	O	O
done	O	O
in	O	O
pregnant	O	O
women	O	O
who	O	O
were	O	O
under	O	O
prenatal	O	O
care	O	O
in	O	O
Hafez	O	O
hospital	O	O
which	O	O
is	O	O
a	O	O
tertiary	O	O
hospital	O	O
in	O	O
Shiraz	O	O
,	O	O
Iran	O	O
,	O	O
affiliated	O	O
to	O	O
Shiraz	O	O
University	O	O
of	O	O
Medical	O	O
Sciences	O	O
.	O	O

Mice	O	O
reared	O	O
under	O	O
conditions	O	O
favoring	O	O
the	O	O
right	O	O
limb	O	O
develop	O	O
a	O	O
right	O	O
-	O	O
limb	O	O
preference	O	O
,	O	O
and	O	O
vice	O	O
versa	O	O
[	O	O
201	O	O
],	O	O
further	O	O
suggesting	O	O
that	O	O
environmental	O	O
factors	O	O
influence	O	O
handedness	O	O
.	O	O

The	O	O
FFQ	O	O
was	O	O
used	O	O
to	O	O
estimate	O	O
total	O	O
energy	O	O
intake	O	O
and	O	O
daily	O	O
nutrient	O	O
intake	O	O
,	O	O
by	O	O
multiplying	O	O
the	O	O
daily	O	O
frequency	O	O
of	O	O
consumption	O	O
of	O	O
a	O	O
food	O	O
by	O	O
the	O	O
nutrient	O	O
content	O	O
[	O	O
14	O	O
]	O	O
of	O	O
a	O	O
standard	O	O
portion	O	O
[	O	O
15	O	O
]	O	O
of	O	O
that	O	O
food	O	O
,	O	O
and	O	O
summing	O	O
this	O	O
for	O	O
all	O	O
the	O	O
foods	O	O
consumed	O	O
.	O	O

Fasting	O	O
and	O	O
post	O	O
-	O	O
prandial	O	O
glucose	O	O
testing	O	O
is	O	O
necessary	O	O
for	O	O
monitoring	O	O
and	O	O
guidance	O	O
of	O	O
therapy	O	O
.	O	O

All	O	O
eight	O	O
studies	O	O
included	O	O
in	O	O
the	O	O
final	O	O
review	O	O
were	O	O
observational	O	O
in	O	O
design	O	O
.	O	O

2011	O	O
).	O	O

Tyagi	O	O
et	O	O
al	O	O
.	O	O

Of	O	O
187	O	O
infant	O	O
stool	O	O
samples	O	O
with	O	O
available	O	O
sequencing	O	O
data	O	O
,	O	O
we	O	O
dropped	O	O
18	O	O
for	O	O
missing	O	O
maternal	O	O
FFQ	O	O
data	O	O
,	O	O
14	O	O
for	O	O
missing	O	O
infant	O	O
feeding	O	O
method	O	O
,	O	O
and	O	O
7	O	O
for	O	O
missing	O	O
maternal	O	O
BMI	O	O
.	O	O

For	O	O
SGA	O	O
,	O	O
appropriate	O	O
for	O	O
gestational	O	O
age	O	O
and	O	O
large	O	O
for	O	O
gestational	O	O
age	O	O
were	O	O
combined	O	O
as	O	O
reference	O	O
.	O	O

Rectal	O	O
swabs	O	O
(	O	O
FLOQSwab	O	O
,	O	O
COPAN	O	O
)	O	O
are	O	O
collected	O	O
from	O	O
both	O	O
the	O	O
mother	O	O
and	O	O
the	O	O
baby	O	O
at	O	O
phases	O	O
4	O	O
and	O	O
6	O	O
of	O	O
data	O	O
collection	O	O
.	O	O

These	O	O
findings	O	O
are	O	O
largely	O	O
driven	O	O
by	O	O
data	O	O
from	O	O
the	O	O
United	O	O
States	O	O
,	O	O
where	O	O
most	O	O
mothers	O	O
took	O	O
vitamins	O	O
.	O	O

Overall	O	O
,	O	O
findings	O	O
from	O	O
the	O	O
current	O	O
study	O	O
support	O	O
a	O	O
stronger	O	O
role	O	O
for	O	O
maternal	O	O
intake	O	O
than	O	O
expenditure	O	O
in	O	O
predicting	O	O
offspring	O	O
weight	O	O
outcomes	O	O
,	O	O
but	O	O
additional	O	O
studies	O	O
with	O	O
objective	O	O
measures	O	O
of	O	O
physical	O	O
activity	O	O
(	O	O
e	O	O
.	O	O
g	O	O
.,	O	O
accelerometry	O	O
)	O	O
are	O	O
clearly	O	O
needed	O	O
.	O	O

Plasma	O	O
cathelicidin	O	O
was	O	O
measured	O	O
from	O	O
the	O	O
children	O	O
’	O	O
s	O	O
samples	O	O
by	O	O
ELISA	O	O
(	O	O
Hycult	O	O
Biotech	O	O
,	O	O
the	O	O
Netherlands	O	O
),	O	O
in	O	O
which	O	O
each	O	O
sample	O	O
was	O	O
diluted	O	O
24	O	O
times	O	O
and	O	O
analyzed	O	O
in	O	O
duplicate	O	O
.	O	O

The	O	O
Block	O	O
Food	O	O
Frequency	O	O
questionnaire	O	O
was	O	O
used	O	O
to	O	O
assess	O	O
daily	O	O
caloric	O	O
intake	O	O
,	O	O
calories	O	O
from	O	O
sugar	O	O
-	O	O
sweetened	O	O
beverages	O	O
,	O	O
and	O	O
percent	O	O
intake	O	O
from	O	O
fat	O	O
,	O	O
protein	O	O
,	O	O
carbohydrates	O	O
,	O	O
and	O	O
sweets	O	O
.	O	O

Results	O	O
Mean	O	O
serum	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
D	O	O
in	O	O
all	O	O
women	O	O
was	O	O
68	O	O
.	O	O
1	O	O
±	O	O
27	O	O
.	O	O
1	O	O
nmol	O	O
/	O	O
L	O	O
and	O	O
28	O	O
%	O	O
(	O	O
n	O	O
=	O	O
772	O	O
)	O	O
were	O	O
considered	O	O
vitamin	O	O
D	O	O
deficient	O	O
(<	O	O
50	O	O
nmol	O	O
/	O	O
L	O	O
).	O	O

(	O	O
2006	O	O
),	O	O
Schlesinger	O	O
et	O	O
al	O	O
.	O	O

Castration	O	O
also	O	O
increased	O	O
MS	O	O
in	O	O
Canadian	O	O
beef	O	O
carcasses	O	O
[	O	O
60	O	O
].	O	O

At	O	O
6	O	O
months	O	O
,	O	O
higher	O	O
percentage	O	O
of	O	O
calories	O	O
from	O	O
fat	O	O
early	O	O
in	O	O
pregnancy	O	O
was	O	O
a	O	O
significant	O	O
predictor	O	O
of	O	O
lower	O	O
WFA	O	O
z	O	O
-	O	O
scores	O	O
(	O	O
Table	O	O
4	O	O
;	O	O
beta	O	O
=	O	O
−	O	O
0	O	O
.	O	O
35	O	O
;	O	O
P	O	O
=	O	O
0	O	O
.	O	O
001	O	O
)	O	O
and	O	O
reduced	O	O
odds	O	O
of	O	O
WFA	O	O
>	O	O
90th	O	O
percentile	O	O
(	O	O
OR	O	O
=	O	O
0	O	O
.	O	O
81	O	O
(	O	O
0	O	O
.	O	O
70	O	O
,	O	O
0	O	O
.	O	O
94	O	O
);	O	O
P	O	O
=	O	O
.	O	O
007	O	O
).	O	O

The	O	O
3	O	O
′	O	O
UTR	O	O
of	O	O
GR	O	O
gene	O	O
(	O	O
NR3C1	O	O
)	O	O
were	O	O
acquired	O	O
from	O	O
NCBI	O	O
database	O	O
(	O	O
NM_001008481	O	O
.	O	O
1	O	O
).	O	O

Children	O	O
who	O	O
live	O	O
in	O	O
polluted	O	O
,	O	O
inner	O	O
city	O	O
environments	O	O
and	O	O
who	O	O
are	O	O
deprived	O	O
of	O	O
regular	O	O
sunlight	O	O
exposure	O	O
have	O	O
been	O	O
shown	O	O
to	O	O
suffer	O	O
a	O	O
higher	O	O
prevalence	O	O
of	O	O
rickets	O	O
(	O	O
due	O	O
to	O	O
vitamin	O	O
D	O	O
deficiency	O	O
)	O	O
than	O	O
children	O	O
in	O	O
rural	O	O
areas	O	O
[	O	O
148	O	O
].	O	O

Increasing	O	O
digestion	O	O
of	O	O
rumen	O	O
-	O	O
bypassed	O	O
starch	O	O
in	O	O
the	O	O
small	O	O
intestine	O	O
helps	O	O
increase	O	O
the	O	O
glucose	O	O
supply	O	O
.	O	O

Current	O	O
Body	O	O
Mass	O	O
Index	O	O
(	O	O
BMI	O	O
)	O	O
was	O	O
classified	O	O
by	O	O
gestational	O	O
week	O	O
,	O	O
according	O	O
to	O	O
Atalah	O	O
.	O	O

Due	O	O
to	O	O
heterogeneity	O	O
in	O	O
methodology	O	O
and	O	O
measured	O	O
outcomes	O	O
,	O	O
a	O	O
qualitative	O	O
comparison	O	O
of	O	O
study	O	O
findings	O	O
was	O	O
conducted	O	O
.	O	O

In	O	O
low	O	O
birth	O	O
weight	O	O
males	O	O
there	O	O
was	O	O
no	O	O
significant	O	O
increased	O	O
risk	O	O
observed	O	O
for	O	O
autism	O	O
alone	O	O
.	O	O

(	O	O
2015	O	O
)	O	O
*	O	O
FormaldehydeLifetimeAdulthoodADDNA	O	O
methylation	O	O
Epigenetic	O	O
machineryTong	O	O
et	O	O
al	O	O
.	O	O

The	O	O
increase	O	O
in	O	O
blood	O	O
1	O	O
,	O	O
25	O	O
-	O	O
dihydroxyvitamin	O	O
D3levels	O	O
in	O	O
response	O	O
to	O	O
decreased	O	O
calcium	O	O
intake	O	O
may	O	O
downregulate	O	O
preadipocyte	O	O
differentiation	O	O
,	O	O
thus	O	O
decreasing	O	O
beef	O	O
marbling	O	O
.	O	O

The	O	O
role	O	O
of	O	O
radiotherapy	O	O
is	O	O
controversial	O	O
