TOKEN	PREDICTED
at	O
6	O
weeks	O
,	O
6	O
months	O
,	O
7	O
.	O
5	O
months	O
(	O
6	O
months	O
+	O
6	O
weeks	O
)	O
and	O
12	O
months	O
’	O
postnatal	O
age	O
.	O

We	O
selected	O
a	O
95	O
%	O
confidence	O
level	O
and	O
an	O
assumed	O
prevalence	O
of	O
supplement	O
use	O
of	O
50	O
%,	O
informed	O
by	O
other	O
studies	O
[	O
15	O
-	O
19	O
,	O
22	O
],	O
due	O
to	O
the	O
lack	O
of	O
prior	O
data	O
in	O
our	O
region	O
.	O

It	O
is	O
worth	O
mentioning	O
that	O
their	O
tools	O
for	O
determining	O
depression	O
were	O
different	O
than	O
ours	O
.	O

However	O
,	O
thyroid	O
cancer	O
in	O
young	O
people	O
has	O
generally	O
an	O
excellent	O
prognosis	O
,	O
and	O
survival	O
among	O
women	O
with	O
thyroid	O
cancer	O
diagnosed	O
during	O
pregnancy	O
may	O
not	O
differ	O
from	O
that	O
in	O
age	O
-	O
matched	O
non	O
-	O
pregnant	O
women	O
with	O
similar	O
disease	O
.	O

No	O
interaction	O
between	O
diet	O
and	O
sex	O
was	O
detected	O
in	O
hypothalamus	O
,	O
but	B
it	O
was	O
found	O
in	O
the	O
gene	O
expression	O
of	O
Cnr1	O
and	O
Mgll	O
in	O
liver	O
,	O
and	O
Faah	O
,	O
Dagl	O
α	O
,	O
and	O
Dagl	O
β	O
in	O
PAT	O
(	O
TableS2	O
).	O

For	O
example	O
,	O
after	O
multivariate	O
adjustment	O
,	O
the	O
risk	O
of	O
high	O
level	O
psychotic	O
-	O
like	O
symptoms	O
was	O
53	O
%	O
(	O
95	O
%	O
CI	O
,	O
30	O
-	O
69	O
%)	O
lower	O
for	O
women	O
who	O
ate	O
all	O
types	O
of	O
fish	O
and	O
seafood	O
3	O
-	O
4	O
times	O
per	O
week	O
,	O
and	O
55	O
%	O
(	O
95	O
%	O
CI	O
,	O
46	O
-	O
68	O
%)	O
lower	O
for	O
women	O
who	O
ate	O
white	O
fish	O
two	O
times	O
per	O
week	O
,	O
compared	O
to	O
women	O
who	O
never	O
ate	O
fish	O
and	O
seafood	O
or	O
white	O
fish	O
(	O
Figure1	O
).	O

Long	O
-	O
term	O
effect	O
of	O
prenatal	O
calorict	O
restriction	O
on	O
the	O
gene	O
expression	O
of	O
Ppar	O
α	O
and	O
Ppar	O
γ	O
in	O
liver	O
and	O
perirenal	O
adipose	O
tissue	O
of	O
adult	O
offspring	O
Gene	O
expression	O
of	O
relevant	O
transcription	O
factors	O
(	O
Ppar	O
α	O
,	O
Ppar	O
γ	O
)	O
regulating	O
the	O
expression	O
of	O
genes	O
implicated	O
in	O
lipid	O
and	O
carbohydrate	O
metabolism	O
was	O
also	O
evaluated	O
in	O
the	O
liver	O
and	O
the	O
PAT	O
(	O
Figure6	O
).	O

This	O
paper	O
was	O
limited	O
to	O
the	O
six	O
randomised	O
and	O
quasi	O
-	O
randomised	O
trials	O
(	O
listed	O
inTable	O
1	O
)	O
on	O
preventive	O
treatments	O
of	O
iron	O
deficiency	O
anaemia	O
in	O
pregnancy	O
,	O
which	O
met	O
at	O
least	O
one	O
of	O
the	O
following	O
inclusion	O
criteria	O
:	O
(	O
i	O
)	O
comparison	O
between	O
daily	O
routine	O
oral	O
supplementation	O
with	O
iron	O
or	O
ironfolic	O
acid	O
and	O
no	O
supplementation	O
/	O
placebo	O
;	O
(	O
ii	O
)	O
comparison	O
between	O
daily	O
routine	O
oral	O
supplementation	O
with	O
iron	O
or	O
ironfolic	O
acid	O
and	O
routine	O
-	O
intermittent	O
(	O
weekly	O
and	O
twice	O
weekly	O
)	O
regimens	O
;	O
(	O
iii	O
)	O
comparison	O
between	O
intermittent	O
oral	O
iron	O
or	O
ironfolic	O
acid	O
supplementation	O
and	O
no	O
supplementation	O
/	O
placebo	O
;	O
(	O
iv	O
)	O
comparison	O
between	O
intravenous	O
route	O
versus	O
oral	O
route	O
of	O
iron	O
supplementation	O
;	O
(	O
v	O
)	O
comparison	O
between	O
food	O
fortification	O
with	O
iron	O
and	O
no	O
fortification	O
/	O
placebo	O
.	O

Recommendations	O
are	O
individualized	O
after	O
a	O
dietary	O
assessment	O
of	O
each	O
patient	O
.	O

Discussion	O
Gestational	O
diabetes	O
insipidus	O
is	O
a	O
rare	O
complication	O
of	O
pregnancy	O
that	O
occurs	O
in	O
4	O
out	O
of	O
100	O
,	O
000	O
pregnancies	O
as	O
discussed	O
by	O
Durr	O
[	O
1	O
].	O

All	O
nutrient	O
values	O
were	O
energy	O
-	O
adjusted	O
using	O
the	O
residuals	O
method	O
.	O

Cathelicidin	O
concentration	O
in	O
the	O
deficient	O
group	O
did	O
not	O
correlate	O
with	O
percent	O
fat	O
,	O
BMI	O
,	O
maternal	O
25	O
(	O
OH	O
)	O
D	O
within	O
one	O
month	O
prior	O
to	O
delivery	O
,	O
maternal	O
25	O
(	O
OH	O
)	O
D	O
throughout	O
pregnancy	O
,	O
child	O
’	O
s	O
25	O
(	O
OH	O
)	O
D	O
at	O
delivery	O
,	O
or	O
child	O
’	O
s	O
current	O
25	O
(	O
OH	O
)	O
D	O
concentration	O
.	O

Increased	O
age	O
and	O
male	O
gender	O
were	O
correlated	O
with	O
increased	O
cathelicidin	O
when	O
controlling	O
for	O
race	O
/	O
ethnicity	O
,	O
percent	O
fat	O
,	O
and	O
child	O
’	O
s	O
current	O
25	O
(	O
OH	O
)	O
D	O
concentration	O
(	O
p	O
=	O
0	O
.	O
028	O
&	O
p	O
=	O
0	O
.	O
047	O
,	O
respectively	O
).	O

However	O
,	O
it	O
must	O
be	O
borne	O
in	O
mind	O
that	O
a	O
proportion	O
of	O
children	O
who	O
develop	O
atopic	O
manifestations	O
in	O
the	O
first	O
years	O
of	O
life	O
come	O
from	O
families	O
in	O
which	O
neither	O
parents	O
nor	O
siblings	O
are	O
atopic	O
.	O

In	O
recent	O
times	O
,	O
when	O
food	O
has	O
become	O
cheaper	O
and	O
more	O
widely	O
available	O
,	O
excessive	O
WAT	O
storage	O
contributed	O
to	O
the	O
worldwide	O
alarming	O
development	O
of	O
obesity	O
mentioned	O
above	O
(	O
World	O
Health	O
Organization	O
,	O
2009	O
).	O

For	O
example	O
,	O
glioma	O
risk	O
is	O
greater	O
for	O
males	O
than	O
females	O
[	O
2	O
],	O
yet	B
the	O
pattern	O
of	O
seasonal	O
influence	O
upon	O
handedness	O
does	O
not	O
vary	O
significantly	O
between	O
females	O
and	O
males	O
[	O
177	O
].	O

As	O
far	O
as	O
the	O
vacancy	O
status	O
is	O
concerned	O
,	O
almost	O
33	O
.	O
9	O
%,	O
35	O
%,	O
7	O
.	O
1	O
%,	O
and	O
7	O
.	O
2	O
%	O
of	O
CDPOs	O
,	O
Supervisors	O
,	O
Anganwadi	O
workers	O
and	O
Anganwadi	O
helpers	O
posts	O
are	O
still	O
vacant	O
in	O
the	O
country	O
.	O

Antihistamines	O
should	O
be	O
avoided	O
if	O
possible	O
,	O
but	O
if	O
required	O
,	O
chlorpheniramine	O
,	O
loratadine	O
,	O
or	O
cetirizine	O
may	O
be	O
used	O
.	O

Caption	O
(	O
FIG	O
):	O
FIGURE	O
3	O
Frequency	O
of	O
distribution	O
of	O
health	O
topics	O
discussed	O
during	O
ANC	O
Caption	O
(	O
TABLE	O
-	O
WRAP	O
):	O
TABLE	O
3	O
P	O
-	O
Value	O
of	O
the	O
different	O
service	O
satisfaction	O
rating	O
with	O
respect	O
to	O
the	O
educational	O
level	O
in	O
the	O
study	O
populationServicesFisher	O
'	O
s	O
exact	O
testp	O
-	O
valueReception0	O
.	O
091P	O
>	O
O	O
.	O
O5Sitting	O
area	O
comfort0	O
.	O
842Waiting	O
time4	O
.	O
357Staff	O
rapport1	O
.	O
838Competence	O
of	O
personnel0	O
.	O
672Health	O
talks5	O
.	O
43	O
Pregnancy	O
groups	O
There	O
was	O
a	O
statistically	O
significant	O
association	O
when	O
comparing	O
respondents	O
at	O
their	O
first	O
pregnancy	O
with	O
those	O
at	O
their	O
second	O
or	O
more	O
pregnancies	O
in	O
terms	O
of	O
their	O
satisfaction	O
ratings	O
;	O
the	O
sitting	O
area	O
comfort	O
(	O
F	O
=	O
7	O
.	O
052	O
;	O
P	O
=	O
0	O
.	O
04	O
),	O
competence	O
of	O
staff	O
(	O
F	O
=	O
8	O
.	O
92	O
,	O
P	O
=	O
0	O
.	O
02	O
)	O
and	O
health	O
talk	O
comprehensiveness	O
(	O
F	O
=	O
18	O
.	O
499	O
,	O
P	O
Number	O
of	O
Visits	O
at	O
the	O
time	O
of	O
study	O
There	O
was	O
no	O
statistically	O
significant	O
difference	O
when	O
the	O
service	O
rating	O
(	O
reception	O
,	O
sitting	O
area	O
comfort	O
,	O
waiting	O
time	O
,	O
staff	O
rapport	O
,	O
competence	O
of	O
personnel	O
and	O
health	O
talk	O
)	O
of	O
women	O
attending	O
their	O
second	O
visit	O
and	O
those	O
attending	O
subsequent	O
visits	O
was	O
compared	O
.	O

The	O
management	O
of	O
anaphylaxis	O
during	O
pregnancy	O
is	O
the	O
same	O
as	O
for	O
nonpregnant	O
patients	O
.	O

The	O
rationale	O
for	O
this	O
combination	O
is	O
to	O
meet	O
increased	O
folic	O
acid	O
requirements	O
in	O
pregnancy	O
brought	O
about	O
by	O
the	O
rapidly	O
dividing	O
cells	O
in	O
the	O
fetus	O
and	O
elevated	O
urinary	O
losses	O
[	O
7	O
].	O

Hypocalcemia	O
has	O
also	O
been	O
shown	O
to	O
occur	O
in	O
exclusively	O
breast	O
fed	O
babies	O
not	O
exposed	O
to	O
sunlight	O
and	O
in	O
infants	O
whose	O
mothers	O
are	O
deficient	O
in	O
vitamin	O
D	O
.[	O
1	O
]	O
Symptoms	O
of	O
hypocalcemia	O
in	O
children	O
include	O
lethargy	O
,	O
recurrent	O
respiratory	O
tract	O
infections	O
,	O
focal	O
clonic	O
seizures	O
,	O
jitteriness	O
,	O
carpopedal	O
spasm	O
and	O
rarely	O
stridor	O
due	O
to	O
laryngospasm	O
.	O

The	O
predominant	O
substrate	O
for	O
FA	O
synthesis	O
in	O
ruminants	O
is	O
acetate	O
,	O
which	O
is	O
mainly	O
derived	O
from	O
ruminal	O
fermentation	O
.	O

The	O
cattle	O
with	O
a	O
TT	O
genotype	O
(	O
approximately	O
6	O
.	O
15	O
%)	O
that	O
were	O
not	O
supplemented	O
with	O
vitamin	O
A	O
had	O
22	O
.	O
9	O
%	O
greater	O
IMF	O
compared	O
with	O
those	O
with	O
the	O
CC	O
genotype	O
(	O
approximately	O
4	O
.	O
95	O
%).	O

Lower	O
levels	O
of	O
PUFA	O
have	O
been	O
found	O
in	O
brain	O
content	O
,	O
red	O
blood	O
cells	O
and	O
skin	O
fibroblast	O
among	O
patients	O
with	O
schizophrenia	O
,	O
compared	O
with	O
a	O
healthy	O
population	O
[	O
13	O
,	O
16	O
].	O

Differently	O
from	O
what	O
is	O
observed	O
in	O
other	O
pregnancy	O
-	O
associated	O
cancers	O
,	O
no	O
metastasis	O
of	O
DTC	O
to	O
placenta	O
or	O
foetus	O
has	O
been	O
reported	O
.	O

DNA	O
methylation	O
involves	O
the	O
addition	O
of	O
a	O
methyl	O
group	O
,	O
primarily	O
to	O
the	O
C5	O
of	O
cytosine	O
within	O
cytosine	O
–	O
phosphate	O
–	O
guanine	O
dinucelotides	O
(	O
CpGs	O
)	O
to	O
produce	O
5	O
-	O
methylcytosine	O
(	O
5mC	O
).	O

Indeed	O
,	O
over	O
the	O
last	O
decade	O
,	O
the	O
previous	O
gene	O
-	O
centric	O
dogma	O
,	O
central	O
to	O
molecular	O
biology	O
,	O
has	O
been	O
shown	O
to	O
be	O
incorrect	O
.	O

Fructose	O
,	O
which	O
is	O
a	O
major	O
component	O
of	O
added	O
sugars	O
,	O
and	O
is	O
present	O
naturally	O
in	O
fruit	O
juice	O
and	O
in	O
sweetened	O
drinks	O
as	O
added	O
sucrose	O
(	O
ratio	O
of	O
fructose	O
/	O
glucose	O
50	O
/	O
50	O
%)	O
or	O
isolated	O
fructose	O
,	O
has	O
been	O
mooted	O
as	O
driving	O
previous	O
cross	O
-	O
sectional	O
findings	O
linking	O
sugar	O
-	O
containing	O
beverage	O
consumption	O
to	O
asthma	O
in	O
children	O
[	O
7	O
,	O
8	O
].	O

Including	O
all	O
piglets	O
derived	O
from	O
the	O
complete	O
experiment	O
,	O
LP	O
offspring	O
was	O
growth	O
-	O
restricted	O
compared	O
to	O
AP	O
offspring	O
,	O
but	O
litter	O
size	O
did	O
not	O
differ	O
[	O
15	O
].	O

The	O
aim	O
is	O
to	O
achieve	O
normoglycemia	O
whilst	O
providing	O
the	O
required	O
nutrients	O
for	O
normal	O
fetal	O
growth	O
and	O
maternal	O
health	O
.	O

The	O
overall	O
client	O
satisfaction	O
was	O
compared	O
with	O
the	O
different	O
socio	O
-	O
demographic	O
characteristics	O
of	O
the	O
respondents	O
(	O
Table	O
4	O
).	O

Both	O
intervention	O
and	O
control	O
treatment	O
arms	O
will	O
receive	O
the	O
usual	O
antenatal	O
and	O
postnatal	O
care	O
services	O
by	O
BRAC	O
.	O

Another	O
possible	O
explanation	O
may	O
be	O
that	O
the	O
frequent	O
intake	O
of	O
fish	O
and	O
PUFA	O
may	O
be	O
advantageous	O
in	O
lower	O
doses	O
but	O
disadvantageous	O
in	O
higher	O
doses	O
.	O

Briefly	O
,	O
high	O
-	O
quality	O
forage	O
is	O
fed	O
ad	O
libitum	O
to	O
develop	O
the	O
rumen	O
during	O
the	O
growing	O
stage	O
(	O
7	O
to	O
12	O
months	O
of	O
age	O
),	O
and	O
the	O
concentrate	O
(	O
CP	O
15	O
%	O
to	O
16	O
%,	O
TDN	O
69	O
%	O
to	O
70	O
%)	O
is	O
restricted	O
to	O
1	O
.	O
5	O
%	O
to	O
1	O
.	O
6	O
%	O
of	O
body	O
weight	O
at	O
this	O
time	O
.	O

Investigators	O
have	O
shown	O
that	O
self	O
-	O
reported	O
snoring	O
correlates	O
well	O
with	O
objective	O
findings	O
from	O
nocturnal	O
polysomnography	O
,	O
especially	O
in	O
frequent	O
snorers	O
[	O
40	O
].	O

Certain	O
foods	O
and	O
the	O
chemicals	O
contained	O
in	O
these	O
foods	O
may	O
be	O
more	O
or	O
less	O
available	O
at	O
particular	O
times	O
of	O
the	O
year	O
due	O
to	O
crop	O
cycles	O
,	O
storage	O
capability	O
,	O
transportation	O
access	O
,	O
and	O
cost	O
;	O
and	O
the	O
use	O
of	O
preservatives	O
in	O
foods	O
also	O
may	O
vary	O
accordingly	O
.	O

However	O
,	O
routine	O
vitamin	O
D	O
supplementation	O
did	O
not	O
occur	O
during	O
the	O
time	O
period	O
the	O
women	O
in	O
the	O
current	O
study	O
were	O
recruited	O
.	O

After	O
staining	O
and	O
washing	O
steps	O
the	O
arrays	O
were	O
scanned	O
(	O
Affymetrix	O
,	O
Santa	O
Clara	O
,	O
CA	O
,	O
USA	O
).	O

Results	O
were	O
expressed	O
as	O
fold	O
-	O
change	O
by	O
the	O
2	O
−	O
ΔΔCTmethod15and	O
analyzed	O
using	O
ABI	O
DataAssist	O
software	O
version	O
3	O
.	O
0	O
(	O
Foster	O
City	O
,	O
CA	O
,	O
USA	O
).	O

Pre	O
-	O
pregnancy	O
body	O
mass	O
index	O
(	O
BMI	O
)	O
was	O
calculated	O
as	O
weight	O
in	O
kilograms	O
divided	O
by	O
height	O
in	O
meters	O
squared	O
.	O

To	O
detect	O
a	O
30	O
%	O
reduction	O
in	O
preterm	O
delivery	O
from	O
15	O
%	O
in	O
control	O
compared	O
to	O
10	O
.	O
5	O
%	O
in	O
the	O
intervention	O
arm	O
,	O
assuming	O
80	O
%	O
power	O
,	O
5	O
%	O
level	O
of	O
significance	O
,	O
intracluster	O
correlation	O
of	O
0	O
.	O
012	O
for	O
small	O
birth	O
size	O
(	O
Bangladesh	O
DHS	O
data	O
),	O
would	O
require	O
a	O
sample	O
size	O
of	O
1300	O
/	O
arm	O
or	O
40	O
pregnant	O
women	O
from	O
64	O
clusters	O
.	O

Women	O
at	O
their	O
first	O
pregnancy	O
and	O
those	O
with	O
a	O
high	O
level	O
of	O
education	O
were	O
more	O
likely	O
to	O
be	O
unsatisfied	O
with	O
the	O
ANC	O
services	O
they	O
received	O
at	O
their	O
attending	O
health	O
centres	O
.	O

Also	O
,	O
vitamin	O
D	O
supplements	O
were	O
used	O
by	O
almost	O
half	O
of	O
the	O
women	O
but	O
most	O
(	O
88	O
%)	O
used	O
multivitamins	O
containing	O
5	O
–	O
10	O
μg	O
of	O
vitamin	O
D3	O
.	O

When	O
adjusting	O
for	O
the	O
other	O
