TOKEN	TRUE	PREDICTED
intake	O	O
of	O	O
fish	O	O
,	O	O
omega	O	O
-	O	O
3	O	O
,	O	O
omega	O	O
-	O	O
6	O	O
polyunsaturated	O	O
fatty	O	O
acids	O	O
and	O	O
vitamin	O	O
D	O	O
and	O	O
the	O	O
prevalence	O	O
of	O	O
psychotic	O	O
-	O	O
like	O	O
symptoms	O	O
in	O	O
a	O	O
cohort	O	O
of	O	O
33	O	O
000	O	O
women	O	O
from	O	O
the	O	O
general	O	O
population	O	O
Abstract	O	O
Background	O	O
Low	O	O
intake	O	O
of	O	O
fish	O	O
,	O	O
polyunsaturated	O	O
fatty	O	O
acids	O	O
(	O	O
PUFA	O	O
)	O	O
and	O	O
vitamin	O	O
D	O	O
deficiency	O	O
has	O	O
been	O	O
suggested	O	O
to	O	O
play	O	O
a	O	O
role	O	O
in	O	O
the	O	O
development	O	O
of	O	O
schizophrenia	O	O
.	O	O

Mass	O	O
fortification	O	O
programme	O	O
of	O	O
common	O	O
local	O	O
staple	O	O
foods	O	O
with	O	O
iron	O	O
and	O	O
folic	O	O
acid	O	O
is	O	O
a	O	O
long	O	O
-	O	O
term	O	O
goal	O	O
,	O	O
which	O	O
national	O	O
governments	O	O
in	O	O
developing	O	O
countries	O	O
should	O	O
consider	O	O
as	O	O
a	O	O
strategy	O	O
aimed	O	O
at	O	O
reducing	O	O
the	O	O
prevalence	O	O
of	O	O
iron	O	O
deficiency	O	O
anaemia	O	O
in	O	O
the	O	O
general	O	O
population	O	O
.	O	O

It	O	O
is	O	O
important	O	O
to	O	O
note	O	O
that	O	O
not	O	O
all	O	O
environmentally	O	O
induced	O	O
adverse	O	O
phenotypes	O	O
have	O	O
been	O	O
associated	O	O
with	O	O
epigenetic	O	O
changes	O	O
.	O	O

In	O	O
low	O	O
birth	O	O
weight	O	O
males	O	O
there	O	O
was	O	O
no	O	O
significant	O	O
increased	O	O
risk	O	O
observed	O	O
for	O	O
autism	O	O
alone	O	O
.	O	O

However	O	O
,	O	O
recent	O	O
studies	O	O
suggest	O	O
that	O	O
allergen	O	O
exposure	O	O
may	O	O
be	O	O
necessary	O	O
to	O	O
induce	O	O
tolerance	O	O
,	O	O
and	O	O
moreover	O	O
,	O	O
a	O	O
balanced	O	O
diet	O	O
prevents	O	O
malnutrition	O	O
of	O	O
both	O	O
mother	O	O
and	O	O
child	O	O
[	O	O
82	O	O
].	O	O

Although	O	O
not	O	O
contraindicated	O	O
,	O	O
skin	O	O
prick	O	O
testing	O	O
should	O	O
be	O	O
postponed	O	O
until	O	O
after	O	O
birth	O	O
because	O	O
of	O	O
possible	O	O
,	O	O
although	O	O
rare	O	O
,	O	O
anaphylactic	O	O
reactions	O	O
to	O	O
skin	O	O
prick	O	O
testing	O	O
.	O	O

Adequate	O	O
Vitamin	O	O
D	O	O
status	O	O
(>	O	O
30	O	O
nmol	O	O
/	O	O
L	O	O
)	O	O
significantly	O	O
promotes	O	O
calcium	O	O
absorption	O	O
and	O	O
reduces	O	O
rickets	O	O
risks	O	O
,	O	O
which	O	O
was	O	O
deemed	O	O
as	O	O
good	O	O
Vitamin	O	O
D	O	O
nutritional	O	O
status	O	O
.	O	O

Her	O	O
serum	O	O
antidiuretic	O	O
hormone	O	O
level	O	O
,	O	O
at	O	O
the	O	O
time	O	O
of	O	O
birth	O	O
,	O	O
was	O	O
<	O	O
0	O	O
.	O	O
5	O	O
pg	O	O
/	O	O
mL	O	O
(	O	O
Normal	O	O
0	O	O
.	O	O
0	O	O
–	O	O
4	O	O
.	O	O
7	O	O
pg	O	O
/	O	O
mL	O	O
).	O	O

Caption	O	O
(	O	O
TABLE	O	O
-	O	O
WRAP	O	O
):	O	O
TABLE	O	O
1	O	O
General	O	O
characteristics	O	O
of	O	O
study	O	O
subjectsGroupsNAge	O	O
(	O	O
Year	O	O
)	O	O
Gestational	O	O
weeks	O	O
(	O	O
Week	O	O
)	O	O
Pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
(	O	O
kg	O	O
/	O	O
m2	O	O
)	O	O
Control1434	O	O
.	O	O
3	O	O
±	O	O
4	O	O
.	O	O
928	O	O
.	O	O
9	O	O
±	O	O
4	O	O
.	O	O
124	O	O
.	O	O
7	O	O
±	O	O
4	O	O
.	O	O
5Intervention8433	O	O
.	O	O
3	O	O
±	O	O
3	O	O
.	O	O
828	O	O
.	O	O
9	O	O
±	O	O
3	O	O
.	O	O
322	O	O
.	O	O
8	O	O
±	O	O
3	O	O
.	O	O
5	O	O
Comparison	O	O
of	O	O
serum	O	O
25	O	O
-	O	O
OH	O	O
Vitamin	O	O
D	O	O
level	O	O
in	O	O
women	O	O
of	O	O
the	O	O
two	O	O
groups	O	O
As	O	O
shown	O	O
in	O	O
Table	O	O
2	O	O
,	O	O
the	O	O
serum	O	O
levels	O	O
of	O	O
total	O	O
25	O	O
-	O	O
OH	O	O
Vitamin	O	O
D	O	O
in	O	O
the	O	O
intervention	O	O
and	O	O
control	O	O
group	O	O
were	O	O
74	O	O
.	O	O

Only	O	O
Mendez	O	O
et	O	O
al	O	O
.	O	O

Considering	O	O
cut	O	O
-	O	O
off	O	O
point	O	O
of	O	O
≥	O	O
9	O	O
,	O	O
data	O	O
analysis	O	O
showed	O	O
that	O	O
a	O	O
lot	O	O
of	O	O
participants	O	O
(	O	O
more	O	O
than	O	O
50	O	O
%)	O	O
were	O	O
susceptible	O	O
to	O	O
prenatal	O	O
depression	O	O
at	O	O
26	O	O
–	O	O
28	O	O
weeks	O	O
.	O	O

The	O	O
researchers	O	O
chose	O	O
this	O	O
period	O	O
as	O	O
a	O	O
more	O	O
accurate	O	O
reflection	O	O
of	O	O
each	O	O
woman	O	O
’	O	O
s	O	O
typical	O	O
diet	O	O
,	O	O
compared	O	O
to	O	O
pregnancy	O	O
,	O	O
when	O	O
diet	O	O
can	O	O
vary	O	O
with	O	O
the	O	O
degree	O	O
of	O	O
nausea	O	O
experienced	O	O
.	O	O

The	O	O
CAPE	O	O
tool	O	O
has	O	O
proven	O	O
to	O	O
be	O	O
a	O	O
stable	O	O
,	O	O
valid	O	O
and	O	O
reliable	O	O
self	O	O
-	O	O
report	O	O
instrument	O	O
for	O	O
the	O	O
measurement	O	O
of	O	O
psychotic	O	O
-	O	O
like	O	O
experiences	O	O
in	O	O
the	O	O
general	O	O
population	O	O
based	O	O
on	O	O
cross	O	O
-	O	O
validation	O	O
with	O	O
interview	O	O
-	O	O
based	O	O
data	O	O
[	O	O
24	O	O
,	O	O
25	O	O
].	O	O

Initial	O	O
research	O	O
efforts	O	O
,	O	O
which	O	O
were	O	O
embarked	O	O
upon	O	O
during	O	O
the	O	O
1950s	O	O
,	O	O
assert	O	O
that	O	O
complications	O	O
in	O	O
a	O	O
given	O	O
pregnancy	O	O
,	O	O
the	O	O
birthing	O	O
process	O	O
,	O	O
and	O	O
the	O	O
incidence	O	O
of	O	O
autism	O	O
are	O	O
linked	O	O
.	O	O

Brain	O	O
-	O	O
derived	O	O
neurotrophic	O	O
factor	O	O
(	O	O
BDNF	O	O
)	O	O
as	O	O
a	O	O
potential	O	O
marker	O	O
of	O	O
neuronal	O	O
growth	O	O
and	O	O
differentiation	O	O
will	O	O
be	O	O
determined	O	O
using	O	O
ELISA	O	O
[	O	O
77	O	O
].	O	O

It	O	O
is	O	O
important	O	O
,	O	O
however	O	O
,	O	O
to	O	O
assess	O	O
the	O	O
intrinsic	O	O
iatrogenic	O	O
risk	O	O
of	O	O
birth	O	O
defects	O	O
or	O	O
perinatal	O	O
complications	O	O
and	O	O
the	O	O
general	O	O
safety	O	O
for	O	O
the	O	O
expectant	O	O
mother	O	O
before	O	O
discontinuing	O	O
anticonvulsants	O	O
[	O	O
31	O	O
].	O	O

PubMed	O	O
Central	O	O
:	O	O

However	O	O
,	O	O
maternal	O	O
hypoxia	O	O
or	O	O
hypotension	O	O
associated	O	O
with	O	O
anaphylaxis	O	O
may	O	O
be	O	O
catastrophic	O	O
not	O	O
only	O	O
to	O	O
the	O	O
mother	O	O
but	O	O
also	O	O
to	O	O
her	O	O
fetus	O	O
.	O	O

3	O	O
.	O	O

The	O	O
central	O	O
team	O	O
will	O	O
train	O	O
the	O	O
field	O	O
team	O	O
and	O	O
monitor	O	O
the	O	O
process	O	O
of	O	O
delivery	O	O
of	O	O
the	O	O
intervention	O	O
.	O	O

Bonferrroni	O	O
analysis	O	O
indicated	O	O
that	O	O
CC	O	O
and	O	O
RC	O	O
adult	O	O
females	O	O
displayed	O	O
higher	O	O
chocolate	O	O
preference	O	O
than	O	O
the	O	O
respective	O	O
CC	O	O
and	O	O
RC	O	O
adult	O	O
males	O	O
(	O	O
days	O	O
1	O	O
,	O	O
2	O	O
,	O	O
and	O	O
4	O	O
).	O	O

Summary	O	O
and	O	O
conclusions	O	O
Gestational	O	O
diabetes	O	O
is	O	O
a	O	O
common	O	O
disorder	O	O
which	O	O
in	O	O
the	O	O
majority	O	O
of	O	O
cases	O	O
,	O	O
should	O	O
initially	O	O
be	O	O
managed	O	O
by	O	O
dietary	O	O
measures	O	O
.	O	O

The	O	O
significant	O	O
associations	O	O
of	O	O
maternal	O	O
free	O	O
sugar	O	O
intake	O	O
during	O	O
pregnancy	O	O
with	O	O
childhood	O	O
atopy	O	O
and	O	O
atopic	O	O
asthma	O	O
remained	O	O
,	O	O
unattenuated	O	O
,	O	O
on	O	O
mutual	O	O
adjustment	O	O
for	O	O
paternal	O	O
(	O	O
respectively	O	O
,	O	O
maternal	O	O
)	O	O
post	O	O
-	O	O
natal	O	O
exposure	O	O
(	O	O
table	O	O
4and	O	O
supplementary	O	O
table	O	O
E4	O	O
,	O	O
respectively	O	O
).	O	O

Factor	O	O
scores	O	O
of	O	O
dietary	O	O
patterns	O	O
were	O	O
calculated	O	O
by	O	O
summing	O	O
intakes	O	O
of	O	O
foods	O	O
weighed	O	O
by	O	O
their	O	O
factor	O	O
loading	O	O
for	O	O
each	O	O
participant	O	O
.	O	O

Early	O	O
identification	O	O
of	O	O
pregnancy	O	O
In	O	O
the	O	O
intervention	O	O
clusters	O	O
,	O	O
trained	O	O
SS	O	O
will	O	O
identify	O	O
pregnant	O	O
women	O	O
through	O	O
systematic	O	O
door	O	O
-	O	O
to	O	O
-	O	O
door	O	O
visits	O	O
of	O	O
the	O	O
households	O	O
in	O	O
her	O	O
catchment	O	O
area	O	O
and	O	O
follow	O	O
-	O	O
up	O	O
with	O	O
all	O	O
women	O	O
of	O	O
reproductive	O	O
age	O	O
about	O	O
their	O	O
recent	O	O
history	O	O
of	O	O
missed	O	O
menstrual	O	O
periods	O	O
.	O	O

Just	O	O
about	O	O
a	O	O
mile	O	O
and	O	O
a	O	O
half	O	O
from	O	O
Bell	O	O
-	O	O
Jefferson	O	O
’	O	O
s	O	O
home	O	O
,	O	O
a	O	O
dam	O	O
broke	O	O
at	O	O
the	O	O
United	O	O
Nuclear	O	O
Corporation	O	O
mill	O	O
,	O	O
where	O	O
workers	O	O
processed	O	O
ore	O	O
from	O	O
the	O	O
nearby	O	O
Northeast	O	O
Church	O	O
Rock	O	O
uranium	O	O
mine	O	O
.	O	O

Researchers	O	O
can	O	O
determine	O	O
which	O	O
women	O	O
are	O	O
taking	O	O
their	O	O
vitamins	O	O
by	O	O
who	O	O
refills	O	O
their	O	O
prescription	O	O
.	O	O

We	O	O
will	O	O
exclude	O	O
five	O	O
Upazilas	O	O
from	O	O
Kishoreganj	O	O
,	O	O
six	O	O
Upazilas	O	O
from	O	O
Netrokona	O	O
and	O	O
two	O	O
Upazilas	O	O
from	O	O
Sherpur	O	O
because	O	O
of	O	O
insufficient	O	O
BRAC	O	O
Program	O	O
Officer	O	O
(	O	O
PO	O	O
)	O	O
coverage	O	O
.	O	O

However	O	O
,	O	O
most	O	O
of	O	O
the	O	O
evidence	O	O
is	O	O
from	O	O
observational	O	O
epidemiological	O	O
studies	O	O
except	O	O
for	O	O
a	O	O
very	O	O
few	O	O
randomised	O	O
controlled	O	O
trials	O	O
.	O	O

‡	O	O
Studies	O	O
demonstrating	O	O
the	O	O
same	O	O
environmentally	O	O
induced	O	O
adverse	O	O
phenotype	O	O
(	O	O
s	O	O
)	O	O
and	O	O
specific	O	O
epigenetic	O	O
change	O	O
(	O	O
s	O	O
)	O	O
in	O	O
both	O	O
animal	O	O
model	O	O
(	O	O
s	O	O
)	O	O
and	O	O
human	O	O
cohort	O	O
(	O	O
s	O	O
).	O	O

A	O	O
questionnaire	O	O
gathered	O	O
sociodemographic	O	O
,	O	O
clinical	O	O
,	O	O
anthropometric	O	O
and	O	O
lifestyle	O	O
data	O	O
,	O	O
and	O	O
also	O	O
a	O	O
Food	O	O
Frequency	O	O
Questionnaire	O	O
was	O	O
calculated	O	O
in	O	O
order	O	O
to	O	O
measure	O	O
food	O	O
and	O	O
energy	O	O
intake	O	O
.	O	O

The	O	O
spill	O	O
dumped	O	O
94	O	O
million	O	O
gallons	O	O
of	O	O
mill	O	O
process	O	O
effluent	O	O
and	O	O
1	O	O
,	O	O
100	O	O
tons	O	O
of	O	O
tailings	O	O
—	O	O
an	O	O
acidic	O	O
,	O	O
radioactive	O	O
sludge	O	O
—	O	O
into	O	O
a	O	O
large	O	O
arroyo	O	O
that	O	O
emptied	O	O
into	O	O
the	O	O
Puerco	O	O
River	O	O
.	O	O
4	O	O
The	O	O
Church	O	O
Rock	O	O
spill	O	O
occurred	O	O
less	O	O
than	O	O
four	O	O
months	O	O
after	O	O
the	O	O
partial	O	O
meltdown	O	O
of	O	O
the	O	O
Three	O	O
Mile	O	O
Island	O	O
nuclear	O	O
reactor	O	O
,	O	O
and	O	O
it	O	O
released	O	O
three	O	O
times	O	O
as	O	O
much	O	O
radiation	O	O
,	O	O
making	O	O
it	O	O
the	O	O
biggest	O	O
nuclear	O	O
spill	O	O
in	O	O
U	O	O
.	O	O
S	O	O
.	O	O
history	O	O
,	O	O
yet	O	O
it	O	O
received	O	O
only	O	O
a	O	O
tiny	O	O
fraction	O	O
of	O	O
the	O	O
news	O	O
coverage	O	O
.	O	O
5Declared	O	O
a	O	O
Superfund	O	O
site	O	O
in	O	O
1983	O	O
,	O	O
the	O	O
heaps	O	O
of	O	O
waste	O	O
around	O	O
the	O	O
mill	O	O
still	O	O
cause	O	O
radiation	O	O
survey	O	O
instruments	O	O
to	O	O
squeal	O	O
from	O	O
the	O	O
invisible	O	O
uranium	O	O
atoms	O	O
that	O	O
remain	O	O
active	O	O
30	O	O
years	O	O
later	O	O
.	O	O
6	O	O
“	O	O
This	O	O
area	O	O
used	O	O
to	O	O
be	O	O
my	O	O
playground	O	O
,”	O	O
Bell	O	O
-	O	O
Jefferson	O	O
says	O	O
.	O	O

In	O	O
each	O	O
region	O	O
the	O	O
obstetric	O	O
clinics	O	O
were	O	O
ordered	O	O
by	O	O
province	O	O
and	O	O
size	O	O
based	O	O
on	O	O
the	O	O
number	O	O
of	O	O
deliveries	O	O
during	O	O
the	O	O
past	O	O
year	O	O
and	O	O
60	O	O
clusters	O	O
of	O	O
4	O	O
clinics	O	O
were	O	O
selected	O	O
per	O	O
region	O	O
using	O	O
systematic	O	O
sampling	O	O
in	O	O
order	O	O
to	O	O
have	O	O
enough	O	O
replacement	O	O
clinics	O	O
in	O	O
case	O	O
some	O	O
refused	O	O
to	O	O
participate	O	O
.	O	O

Inclusion	O	O
of	O	O
older	O	O
children	O	O
and	O	O
young	O	O
adults	O	O
would	O	O
allow	O	O
cathelicidin	O	O
to	O	O
be	O	O
followed	O	O
throughout	O	O
a	O	O
longer	O	O
period	O	O
of	O	O
childhood	O	O
development	O	O
and	O	O
further	O	O
describe	O	O
how	O	O
cathelicidin	O	O
and	O	O
innate	O	O
immune	O	O
function	O	O
develop	O	O
over	O	O
time	O	O
.	O	O

A	O	O
linear	O	O
increase	O	O
in	O	O
IMF	O	O
content	O	O
was	O	O
observed	O	O
in	O	O
British	O	O
and	O	O
Japanese	O	O
Black	O	O
×	O	O
Holstein	O	O
-	O	O
type	O	O
cattle	O	O
during	O	O
a	O	O
long	O	O
fattening	O	O
period	O	O
in	O	O
a	O	O
feedlot	O	O
,	O	O
as	O	O
carcass	O	O
weight	O	O
increased	O	O
from	O	O
200	O	O
to	O	O
400	O	O
kg	O	O
(	O	O
reviewed	O	O
in	O	O
Pethick	O	O
et	O	O
al	O	O
[	O	O
69	O	O
]).	O	O

In	O	O
the	O	O
entire	O	O
country	O	O
,	O	O
by	O	O
the	O	O
end	O	O
of	O	O
June	O	O
2013	O	O
,	O	O
1373349	O	O
AWCs	O	O
/	O	O
mini	O	O
-	O	O
AWCs	O	O
have	O	O
been	O	O
sanctioned	O	O
,	O	O
of	O	O
which	O	O
around	O	O
1339410	O	O
(	O	O
97	O	O
.	O	O
5	O	O
%)	O	O
are	O	O
operational	O	O
.	O	O

These	O	O
both	O	O
provide	O	O
evidence	O	O
that	O	O
DNA	O	O
methylation	O	O
can	O	O
be	O	O
stably	O	O
inherited	O	O
,	O	O
and	O	O
highlight	O	O
specific	O	O
loci	O	O
protected	O	O
from	O	O
global	O	O
epigenetic	O	O
erasure	O	O
that	O	O
could	O	O
be	O	O
involved	O	O
in	O	O
transmitting	O	O
epigenetic	O	O
information	O	O
across	O	O
generations	O	O
.	O	O

More	O	O
or	O	O
less	O	O
4	O	O
%	O	O
of	O	O
the	O	O
women	O	O
within	O	O
the	O	O
sample	O	O
had	O	O
had	O	O
a	O	O
miscarriage	O	O
before	O	O
at	O	O
least	O	O
once	O	O
.	O	O

The	O	O
expression	O	O
of	O	O
214	O	O
probe	O	O
-	O	O
sets	O	O
was	O	O
increased	O	O
in	O	O
the	O	O
LP	O	O
offspring	O	O
compared	O	O
with	O	O
AP	O	O
offspring	O	O
.	O	O

The	O	O
females	O	O
with	O	O
caloric	O	O
restriction	O	O
were	O	O
fed	O	O
with	O	O
a	O	O
daily	O	O
amount	O	O
of	O	O
food	O	O
corresponding	O	O
to	O	O
the	O	O
80	O	O
%	O	O
of	O	O
the	O	O
calories	O	O
that	O	O
the	O	O
control	O	O
rats	O	O
were	O	O
fed	O	O
in	O	O
the	O	O
previous	O	O
day	O	O
of	O	O
the	O	O
experiment	O	O
,	O	O
according	O	O
to	O	O
the	O	O
body	O	O
weight	O	O
(	O	O
20	O	O
%	O	O
of	O	O
caloric	O	O
restriction	O	O
).	O	O

During	O	O
the	O	O
subsequent	O	O
visits	O	O
,	O	O
the	O	O
app	O	O
will	O	O
provide	O	O
each	O	O
data	O	O
collector	O	O
with	O	O
a	O	O
list	O	O
of	O	O
women	O	O
,	O	O
for	O	O
whom	O	O
a	O	O
follow	O	O
-	O	O
up	O	O
visit	O	O
is	O	O
scheduled	O	O
within	O	O
seven	O	O
days	O	O
.	O	O

The	O	O
role	O	O
of	O	O
1	O	O
,	O	O
25	O	O
-(	O	O
OH	O	O
)	O	O
2D	O	O
during	O	O
pregnancy	O	O
to	O	O
increase	O	O
intestinal	O	O
calcium	O	O
absorption	O	O
is	O	O
since	O	O
long	O	O
acknowledged	O	O
[	O	O
24	O	O
].	O	O

Over	O	O
the	O	O
last	O	O
two	O	O
decades	O	O
,	O	O
there	O	O
has	O	O
been	O	O
a	O	O
substantial	O	O
global	O	O
reduction	O	O
in	O	O
under	O	O
-	O	O
5	O	O
child	O	O
mortality	O	O
rates	O	O
.	O	O

Case	O	O
Report	O	O
A	O	O
previously	O	O
healthy	O	O
47	O	O
-	O	O
year	O	O
-	O	O
old	O	O
woman	O	O
in	O	O
her	O	O
33rd	O	O
week	O	O
of	O	O
twin	O	O
gestation	O	O
presented	O	O
with	O	O
progressive	O	O
lethargy	O	O
,	O	O
confusion	O	O
,	O	O
polydipsia	O	O
,	O	O
and	O	O
polyuria	O	O
for	O	O
approximately	O	O
one	O	O
month	O	O
.	O	O

Considering	O	O
the	O	O
factors	O	O
affecting	O	O
vitamin	O	O
D	O	O
production	O	O
such	O	O
as	O	O
clothing	O	O
type	O	O
,	O	O
skin	O	O
color	O	O
and	O	O
the	O	O
time	O	O
of	O	O
day	O	O
being	O	O
exposed	O	O
to	O	O
the	O	O
sun	O	O
[	O	O
48	O	O
–	O	O
50	O	O
],	O	O
these	O	O
results	O	O
are	O	O
justifiable	O	O
.	O	O

EPA	O	O
and	O	O
DHA	O	O
are	O	O
mainly	O	O
found	O	O
in	O	O
fatty	O	O
fish	O	O
,	O	O
with	O	O
levels	O	O
that	O	O
vary	O	O
by	O	O
the	O	O
species	O	O
of	O	O
the	O	O
fish	O	O
,	O	O
environmental	O	O
factors	O	O
and	O	O
geographic	O	O
area	O	O
[	O	O
27	O	O
].	O	O

There	O	O
were	O	O
very	O	O
few	O	O
protocol	O	O
violations	O	O
and	O	O
the	O	O
results	O	O
of	O	O
our	O	O
per	O	O
-	O	O
protocol	O	O
and	O	O
post	O	O
-	O	O
hoc	O	O
analyses	O	O
for	O	O
children	O	O
getting	O	O
four	O	O
and	O	O
five	O	O
consecutive	O	O
doses	O	O
were	O	O
not	O	O
different	O	O
from	O	O
that	O	O
of	O	O
our	O	O
intention	O	O
-	O	O
to	O	O
-	O	O
treat	O	O
analysis	O	O
(	O	O
table	O	O
2	O	O
,	O	O
3	O	O
;	O	O
appendix	O	O
)	O	O
A	O	O
further	O	O
post	O	O
-	O	O
hoc	O	O
analysis	O	O
of	O	O
the	O	O
pneumonia	O	O
rates	O	O
by	O	O
season	O	O
also	O	O
did	O	O
not	O	O
reveal	O	O
any	O	O
difference	O	O
between	O	O
the	O	O
groups	O	O
in	O	O
our	O	O
intention	O	O
-	O	O
to	O	O
-	O	O
treat	O	O
or	O	O
per	O	O
-	O	O
protocol	O	O
analyses	O	O
(	O	O
data	O	O
not	O	O
shown	O	O
).	O	O

The	O	O
data	O	O
may	O	O
be	O	O
useful	O	O
as	O	O
comparison	O	O
with	O	O
human	O	O
health	O	O
care	O	O
studies	O	O
of	O	O
methyl	O	O
donor	O	O
supplementation	O	O
in	O	O
the	O	O
mothers	O	O
’	O	O
diets	O	O
.	O	O

For	O	O
patients	O	O
who	O	O
were	O	O
already	O	O
on	O	O
immunotherapy	O	O
before	O	O
the	O	O
pregnancy	O	O
,	O	O
maintenance	O	O
treatment	O	O
may	O	O
be	O	O
continued	O	O
safely	O	O
during	O	O
pregnancy	O	O
.	O	O

2011	O	O
).	O	O

In	O	O
our	O	O
case	O	O
,	O	O
the	O	O
infant	O	O
was	O	O
hypernatremic	O	O
with	O	O
high	O	O
serum	O	O
osmolality	O	O
and	O	O
a	O	O
relatively	O	O
low	O	O
ADH	O	O
level	O	O
(<	O	O
0	O	O
.	O	O
5	O	O
pg	O	O
/	O	O
mL	O	O
).	O	O

Staying	O	O
on	O	O
vitamin	O	O
D	O	O
consumption	O	O
until	O	O
childbirth	O	O
resulted	O	O
in	O	O
higher	O	O
serum	O	O
25	O	O
-	O	O
hydroxyvitamin	O	O
D	O	O
concentration	O	O
that	O	O
induced	O	O
the	O	O
effect	O	O
