TOKEN	TRUE	PREDICTED
bulls	O	O
of	O	O
German	O	O
Angus	O	O
,	O	O
Galloway	O	O
,	O	O
and	O	O
Holstein	O	O
-	O	O
Friesian	O	O
breeds	O	O
[	O	O
24	O	O
].	O	O

To	O	O
our	O	O
knowledge	O	O
,	O	O
ours	O	O
is	O	O
one	O	O
of	O	O
the	O	O
first	O	O
studies	O	O
to	O	O
find	O	O
associations	O	O
between	O	O
vitamin	O	O
D	O	O
status	O	O
and	O	O
pregnancy	O	O
loss	O	O
.	O	O

Therefore	O	O
,	O	O
the	O	O
participants	O	O
’	O	O
honesty	O	O
was	O	O
one	O	O
of	O	O
this	O	O
research	O	O
limits	O	O
.	O	O

Although	O	O
no	O	O
causality	O	O
was	O	O
found	O	O
,	O	O
it	O	O
was	O	O
determined	O	O
that	O	O
prenatal	O	O
folic	O	O
acid	O	O
supplements	O	O
taken	O	O
during	O	O
pregnancy	O	O
were	O	O
associated	O	O
with	O	O
a	O	O
decreased	O	O
risk	O	O
of	O	O
autistic	O	O
disorder	O	O
.	O	O

First	O	O
Lamarck	O	O
,	O	O
and	O	O
then	O	O
Waddington	O	O
,	O	O
suggested	O	O
that	O	O
alternative	O	O
mechanisms	O	O
,	O	O
now	O	O
termed	O	O
epigenetics	O	O
,	O	O
must	O	O
also	O	O
contribute	O	O
to	O	O
phenotypic	O	O
outcomes	O	O
(	O	O
Noble2006	O	O
).	O	O

All	O	O
rights	O	O
reserved	O	O
PubMed	O	O
Central	O	O
:	O	O

(%)	O	O
<	O	O
25	O	O
normal	O	O
weight13	O	O
381	O	O
(	O	O
73	O	O
)	O	O
10	O	O
030	O	O
(	O	O
70	O	O
)	O	O
506	O	O
(	O	O
62	O	O
)	O	O
25	O	O
-	O	O
29	O	O
.	O	O
9	O	O
overweight3	O	O
697	O	O
(	O	O
20	O	O
)	O	O
3005	O	O
(	O	O
21	O	O
)	O	O
198	O	O
(	O	O
24	O	O
)	O	O
≥	O	O
30	O	O
obese770	O	O
(	O	O
4	O	O
)	O	O
857	O	O
(	O	O
6	O	O
)	O	O
71	O	O
(	O	O
9	O	O
)	O	O
missing563	O	O
(	O	O
3	O	O
)	O	O
503	O	O
(	O	O
3	O	O
)	O	O
42	O	O
(	O	O
5	O	O
)	O	O
Education	O	O
,	O	O
No	O	O
.	O	O

Nutritional	O	O
education	O	O
is	O	O
considered	O	O
an	O	O
important	O	O
tool	O	O
for	O	O
promoting	O	O
a	O	O
healthy	O	O
lifestyle	O	O
,	O	O
but	O	O
has	O	O
not	O	O
been	O	O
studied	O	O
as	O	O
a	O	O
determinant	O	O
for	O	O
maternal	O	O
use	O	O
of	O	O
supplements	O	O
during	O	O
pregnancy	O	O
,	O	O
especially	O	O
in	O	O
Romania	O	O
,	O	O
where	O	O
evidence	O	O
about	O	O
pregnancy	O	O
and	O	O
nutrition	O	O
is	O	O
scarce	O	O
.	O	O

This	O	O
study	O	O
is	O	O
therefore	O	O
designed	O	O
to	O	O
investigate	O	O
pregnant	O	O
women	O	O
'	O	O
s	O	O
perception	O	O
of	O	O
quality	O	O
of	O	O
ANC	O	O
services	O	O
rendered	O	O
in	O	O
health	O	O
facilities	O	O
within	O	O
the	O	O
Buea	O	O
Health	O	O
District	O	O
area	O	O
.	O	O

The	O	O
male	O	O
pups	O	O
were	O	O
weaned	O	O
on	O	O
postnatal	O	O
day	O	O
21	O	O
and	O	O
housed	O	O
in	O	O
groups	O	O
of	O	O
3	O	O
–	O	O
6	O	O
.	O	O

Mothers	O	O
are	O	O
asked	O	O
how	O	O
soon	O	O
after	O	O
birth	O	O
the	O	O
infant	O	O
was	O	O
breastfed	O	O
,	O	O
if	O	O
the	O	O
infant	O	O
is	O	O
currently	O	O
being	O	O
breastfed	O	O
and	O	O
if	O	O
not	O	O
,	O	O
the	O	O
duration	O	O
of	O	O
breastfeeding	O	O
.	O	O

Priority	O	O
was	O	O
given	O	O
to	O	O
papers	O	O
that	O	O
presented	O	O
original	O	O
data	O	O
rather	O	O
than	O	O
reviews	O	O
or	O	O
meta	O	O
-	O	O
analyses	O	O
.	O	O

Vitamin	O	O
D	O	O
levels	O	O
in	O	O
an	O	O
Australian	O	O
and	O	O
New	O	O
Zealand	O	O
cohort	O	O
and	O	O
the	O	O
association	O	O
with	O	O
pregnancy	O	O
outcome	O	O
Abstract	O	O
Background	O	O
Pregnant	O	O
women	O	O
are	O	O
at	O	O
increased	O	O
susceptibility	O	O
to	O	O
vitamin	O	O
D	O	O
deficiency	O	O
.	O	O

Moreover	O	O
,	O	O
the	O	O
usual	O	O
recommendations	O	O
to	O	O
avoid	O	O
sun	O	O
exposure	O	O
reduces	O	O
dermal	O	O
synthesis	O	O
of	O	O
vitamin	O	O
D3Although	O	O
vitamin	O	O
D	O	O
is	O	O
undoubtedly	O	O
important	O	O
for	O	O
foetal	O	O
bone	O	O
development	O	O
,	O	O
we	O	O
know	O	O
that	O	O
it	O	O
plays	O	O
a	O	O
much	O	O
wider	O	O
role	O	O
in	O	O
health	O	O
and	O	O
disease	O	O
prevention	O	O
.	O	O

It	O	O
is	O	O
important	O	O
to	O	O
pay	O	O
attention	O	O
to	O	O
Vitamin	O	O
D	O	O
nutritional	O	O
status	O	O
in	O	O
GDM	O	O
pregnancy	O	O
nutrition	O	O
management	O	O
.	O	O

Among	O	O
all	O	O
the	O	O
predicted	O	O
miRNAs	O	O
,	O	O
4	O	O
miRNAs	O	O
targeting	O	O
GR	O	O
were	O	O
quantitated	O	O
by	O	O
real	O	O
-	O	O
time	O	O
PCR	O	O
and	O	O
miRNA	O	O
-	O	O
124a	O	O
,	O	O
which	O	O
has	O	O
been	O	O
identified	O	O
to	O	O
target	O	O
GR	O	O
3	O	O
′	O	O
UTR	O	O
[	O	O
2	O	O
],[	O	O
3	O	O
],	O	O
was	O	O
more	O	O
highly	O	O
expressed	O	O
in	O	O
betaine	O	O
-	O	O
exposed	O	O
neonatal	O	O
livers	O	O
.	O	O

[	O	O
5	O	O
]	O	O
The	O	O
above	O	O
observations	O	O
highlight	O	O
the	O	O
fact	O	O
that	O	O
vitamin	O	O
D	O	O
has	O	O
a	O	O
key	O	O
role	O	O
to	O	O
play	O	O
in	O	O
the	O	O
pathogenesis	O	O
of	O	O
wheezing	O	O
/	O	O
asthma	O	O
.	O	O

The	O	O
mean	O	O
age	O	O
of	O	O
women	O	O
was	O	O
similar	O	O
in	O	O
all	O	O
three	O	O
regions	O	O
.	O	O

We	O	O
also	O	O
searched	O	O
for	O	O
unpublished	O	O
studies	O	O
,	O	O
PhD	O	O
dissertations	O	O
,	O	O
internal	O	O
reports	O	O
,	O	O
and	O	O
conference	O	O
proceedings	O	O
/	O	O
abstracts	O	O
.	O	O

New	O	O
drugs	O	O
with	O	O
anti	O	O
-	O	O
angiogenetic	O	O
,	O	O
anti	O	O
-	O	O
tyrosine	O	O
kinase	O	O
and	O	O
anti	O	O
-	O	O
VEGF	O	O
effects	O	O
are	O	O
currently	O	O
under	O	O
observation	O	O
.	O	O

Table	O	O
1	O	O
shows	O	O
the	O	O
demographics	O	O
and	O	O
clinical	O	O
characteristics	O	O
of	O	O
the	O	O
133	O	O
children	O	O
participants	O	O
in	O	O
this	O	O
study	O	O
with	O	O
measurement	O	O
of	O	O
circulating	O	O
cathelicidin	O	O
.	O	O

Using	O	O
the	O	O
Institute	O	O
of	O	O
Medicine	O	O
’	O	O
s	O	O
definition	O	O
of	O	O
sufficiency	O	O
(	O	O
total	O	O
circulating	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
D	O	O
≥	O	O
20	O	O
ng	O	O
/	O	O
mL	O	O
(	O	O
50	O	O
nmol	O	O
/	O	O
L	O	O
)	O	O
[	O	O
25	O	O
],	O	O
the	O	O
cohort	O	O
also	O	O
was	O	O
divided	O	O
into	O	O
two	O	O
groups	O	O
based	O	O
on	O	O
child	O	O
’	O	O
s	O	O
current	O	O
vitamin	O	O
D	O	O
status	O	O
,	O	O
with	O	O
those	O	O
with	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
D	O	O
concentrations	O	O
<	O	O
20	O	O
ng	O	O
/	O	O
mL	O	O
(	O	O
50	O	O
.	O	O
0	O	O
nmol	O	O
/	O	O
L	O	O
)	O	O
defined	O	O
as	O	O
deficient	O	O
.	O	O

The	O	O
strengths	O	O
of	O	O
this	O	O
study	O	O
include	O	O
the	O	O
large	O	O
sample	O	O
size	O	O
,	O	O
population	O	O
-	O	O
based	O	O
ascertainment	O	O
of	O	O
placenta	O	O
samples	O	O
,	O	O
quantitative	O	O
assessment	O	O
of	O	O
LINE	O	O
-	O	O
1	O	O
and	O	O
AluYb8	O	O
methylation	O	O
,	O	O
and	O	O
the	O	O
use	O	O
of	O	O
a	O	O
well	O	O
-	O	O
established	O	O
,	O	O
high	O	O
-	O	O
density	O	O
methylation	O	O
array	O	O
for	O	O
methylation	O	O
profiling	O	O
.	O	O

[	O	O
13	O	O
]	O	O
and	O	O
Kruavit	O	O
et	O	O
al	O	O
.	O	O

DNA	O	O
is	O	O
methylated	O	O
by	O	O
a	O	O
family	O	O
of	O	O
DNA	O	O
methyltransferases	O	O
(	O	O
DNMTs	O	O
)	O	O
(	O	O
Bestor	O	O
&	O	O
Ingram1983	O	O
;	O	O
Li	O	O
et	O	O
al	O	O
.	O	O
1992	O	O
,	O	O
1996	O	O
;	O	O
Okano	O	O
et	O	O
al	O	O
.	O	O
1998	O	O
,	O	O
1999	O	O
;	O	O
Aapola	O	O
et	O	O
al	O	O
.	O	O
2000	O	O
;	O	O
Gowher	O	O
et	O	O
al	O	O
.	O	O
2005	O	O
).	O	O

Each	O	O
child	O	O
’	O	O
s	O	O
cathelicidin	O	O
concentration	O	O
also	O	O
was	O	O
compared	O	O
to	O	O
the	O	O
frequency	O	O
of	O	O
infections	O	O
each	O	O
child	O	O
had	O	O
diagnosed	O	O
within	O	O
the	O	O
last	O	O
year	O	O
,	O	O
and	O	O
to	O	O
the	O	O
age	O	O
of	O	O
the	O	O
child	O	O
.	O	O

Compared	O	O
with	O	O
women	O	O
who	O	O
did	O	O
not	O	O
snore	O	O
during	O	O
pregnancy	O	O
,	O	O
the	O	O
adjusted	O	O
mean	O	O
1	O	O
-	O	O
hour	O	O
glucose	O	O
concentrations	O	O
were	O	O
noted	O	O
to	O	O
be	O	O
6	O	O
.	O	O
4	O	O
mg	O	O
/	O	O
dl	O	O
higher	O	O
among	O	O
those	O	O
women	O	O
who	O	O
snored	O	O
during	O	O
pregnancy	O	O
(	O	O
β	O	O
=	O	O
6	O	O
.	O	O
4	O	O
mg	O	O
/	O	O
dl	O	O
,	O	O
95	O	O
%	O	O
CI	O	O
0	O	O
.	O	O
32	O	O
-	O	O
12	O	O
.	O	O
5	O	O
,	O	O
p	O	O
=	O	O
0	O	O
.	O	O
04	O	O
).	O	O

In	O	O
infants	O	O
delivered	O	O
by	O	O
Cesarean	O	O
section	O	O
,	O	O
we	O	O
identified	O	O
three	O	O
clusters	O	O
that	O	O
differed	O	O
slightly	O	O
from	O	O
vaginally	O	O
delivered	O	O
infants	O	O
,	O	O
which	O	O
were	O	O
characterized	O	O
by	O	O
a	O	O
high	O	O
abundance	O	O
of	O	O
Bifidobacterium	O	O
,	O	O
high	O	O
Clostridium	O	O
and	O	O
low	O	O
Streptococcus	O	O
and	O	O
Ruminococcus	O	O
genera	O	O
,	O	O
and	O	O
high	O	O
abundance	O	O
of	O	O
the	O	O
family	O	O
Enterobacteriaceae	O	O
.	O	O

Not	O	O
really	O	O
a	O	O
vitamin	O	O
,	O	O
D3is	O	O
a	O	O
pro	O	O
-	O	O
prehormone	O	O
made	O	O
in	O	O
the	O	O
skin	O	O
in	O	O
response	O	O
to	O	O
ultraviolet	O	O
-	O	O
B	O	O
light	O	O
exposure	O	O
.	O	O

Alarmingly	O	O
,	O	O
in	O	O
the	O	O
birth	O	O
cohort	O	O
study	O	O
from	O	O
the	O	O
Isle	O	O
of	O	O
Wight	O	O
,	O	O
about	O	O
43	O	O
%	O	O
of	O	O
children	O	O
had	O	O
been	O	O
exposed	O	O
to	O	O
environmental	O	O
tobacco	O	O
smoke	O	O
during	O	O
their	O	O
first	O	O
year	O	O
of	O	O
life	O	O
[	O	O
38	O	O
].	O	O

Folate	O	O
Status	O	O
Both	O	O
brain	O	O
(	O	O
Figure	O	O
6a	O	O
)	O	O
and	O	O
plasma	O	O
(	O	O
Figure	O	O
6b	O	O
)	O	O
folate	O	O
levels	O	O
were	O	O
unaffected	O	O
by	O	O
the	O	O
diets	O	O
of	O	O
the	O	O
dams	O	O
but	O	O
were	O	O
elevated	O	O
by	O	O
the	O	O
high	O	O
multivitamin	O	O
or	O	O
high	O	O
folate	O	O
pup	O	O
diet	O	O
.	O	O

The	O	O
ROLO	O	O
trial	O	O
evaluated	O	O
the	O	O
effect	O	O
of	O	O
a	O	O
low	O	O
glycaemic	O	O
index	O	O
diet	O	O
among	O	O
women	O	O
who	O	O
had	O	O
previously	O	O
given	O	O
birth	O	O
to	O	O
an	O	O
infant	O	O
with	O	O
weight	O	O
above	O	O
4	O	O
kg	O	O
[	O	O
16	O	O
].	O	O

[	O	O
20	O	O
]	O	O
and	O	O
Oken	O	O
et	O	O
al	O	O
.	O	O

The	O	O
delivery	O	O
mode	O	O
was	O	O
drawn	O	O
from	O	O
maternal	O	O
delivery	O	O
records	O	O
,	O	O
and	O	O
maternal	O	O
pre	O	O
-	O	O
pregnancy	O	O
height	O	O
,	O	O
weight	O	O
,	O	O
and	O	O
parity	O	O
were	O	O
determined	O	O
via	O	O
a	O	O
self	O	O
-	O	O
administered	O	O
questionnaire	O	O
upon	O	O
study	O	O
entry	O	O
and	O	O
used	O	O
to	O	O
compute	O	O
pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
.	O	O

On	O	O
the	O	O
other	O	O
hand	O	O
,	O	O
these	O	O
outcomes	O	O
also	O	O
were	O	O
twice	O	O
as	O	O
common	O	O
among	O	O
children	O	O
whose	O	O
mothers	O	O
worked	O	O
at	O	O
an	O	O
electronics	O	O
assembly	O	O
plant	O	O
as	O	O
in	O	O
other	O	O
children	O	O
.	O	O
37	O	O
Animal	O	O
studies	O	O
suggest	O	O
potential	O	O
reproductive	O	O
implications	O	O
of	O	O
exposure	O	O
.	O	O

In	O	O
other	O	O
words	O	O
,	O	O
the	O	O
respective	O	O
growth	O	O
of	O	O
the	O	O
BAT	O	O
and	O	O
WAT	O	O
depots	O	O
depends	O	O
on	O	O
the	O	O
maternal	O	O
diet	O	O
during	O	O
gestation	O	O
and	O	O
it	O	O
may	O	O
be	O	O
responsible	O	O
for	O	O
the	O	O
development	O	O
of	O	O
obesity	O	O
,	O	O
insulin	O	O
resistance	O	O
and	O	O
type	O	O
2	O	O
diabetes	O	O
in	O	O
the	O	O
offspring	O	O
,	O	O
later	O	O
in	O	O
life	O	O
(	O	O
Symonds	O	O
et	O	O
al	O	O
.,	O	O
2012	O	O
).	O	O

Caption	O	O
(	O	O
FIG	O	O
):	O	O
FIGURE	O	O
2	O	O
Maternal	O	O
mean	O	O
1	O	O
-	O	O
hour	O	O
plasma	O	O
glucose	O	O
concentrations	O	O
after	O	O
a	O	O
50	O	O
-	O	O
g	O	O
oral	O	O
glucose	O	O
challenge	O	O
.	O	O

Results	O	O
18	O	O
411	O	O
women	O	O
were	O	O
classified	O	O
as	O	O
having	O	O
a	O	O
low	O	O
level	O	O
of	O	O
psychotic	O	O
-	O	O
like	O	O
symptoms	O	O
,	O	O
14	O	O
395	O	O
as	O	O
middle	O	O
and	O	O
817	O	O
as	O	O
having	O	O
a	O	O
high	O	O
level	O	O
.	O	O

For	O	O
fatty	O	O
fish	O	O
(	O	O
herring	O	O
/	O	O
mackerel	O	O
,	O	O
salmon	O	O
-	O	O
type	O	O
fish	O	O
),	O	O
the	O	O
strongest	O	O
inverse	O	O
association	O	O
was	O	O
found	O	O
for	O	O
an	O	O
intermediate	O	O
intake	O	O
(	O	O
RR	O	O
:	O	O
0	O	O
.	O	O
81	O	O
,	O	O
95	O	O
%	O	O
CI	O	O
,	O	O
0	O	O
.	O	O
66	O	O
-	O	O
0	O	O
.	O	O
98	O	O
),	O	O
whereas	O	O
a	O	O
high	O	O
intake	O	O
of	O	O
fatty	O	O
fish	O	O
was	O	O
associated	O	O
with	O	O
an	O	O
increased	O	O
risk	O	O
of	O	O
psychotic	O	O
-	O	O
like	O	O
symptoms	O	O
(	O	O
RR	O	O
:	O	O
1	O	O
.	O	O
90	O	O
,	O	O
95	O	O
%	O	O
CI	O	O
,	O	O
1	O	O
.	O	O
34	O	O
-	O	O
2	O	O
.	O	O
70	O	O
).	O	O

2007	O	O
).	O	O

Because	O	O
of	O	O
notable	O	O
differences	O	O
in	O	O
vitamin	O	O
D	O	O
concentrations	O	O
between	O	O
African	O	O
Americans	O	O
and	O	O
Whites	O	O
,	O	O
analyses	O	O
were	O	O
stratified	O	O
by	O	O
race	O	O
.	O	O

As	O	O
shown	O	O
in	O	O
Table	O	O
1	O	O
,	O	O
the	O	O
age	O	O
was	O	O
33	O	O
.	O	O
4	O	O
±	O	O
4	O	O
.	O	O
1	O	O
years	O	O
old	O	O
(	O	O
ranges	O	O
from	O	O
24	O	O
to	O	O
46	O	O
years	O	O
old	O	O
),	O	O
the	O	O
gestational	O	O
weeks	O	O
were	O	O
29	O	O
.	O	O
0	O	O
±	O	O
3	O	O
.	O	O
3	O	O
weeks	O	O
(	O	O
ranges	O	O
from	O	O
14	O	O
to	O	O
39	O	O
weeks	O	O
),	O	O
pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
was	O	O
23	O	O
.	O	O
0	O	O
±	O	O
3	O	O
.	O	O
7	O	O
(	O	O
ranges	O	O
from	O	O
15	O	O
.	O	O
6	O	O
to	O	O
37	O	O
.	O	O
2	O	O
)	O	O
kg	O	O
/	O	O
m2	O	O
.	O	O

Interactions	O	O
between	O	O
time	O	O
and	O	O
sex	O	O
[	O	O
F	O	O
(	O	O
3	O	O
,	O	O
71	O	O
)=	O	O
34	O	O
.	O	O
005	O	O
,	O	O
P	O	O
<	O	O
0	O	O
.	O	O
01	O	O
],	O	O
and	O	O
diet	O	O
and	O	O
sex	O	O
[	O	O
F	O	O
(	O	O
1	O	O
,	O	O
73	O	O
)=	O	O
4	O	O
.	O	O
58	O	O
,	O	O
P	O	O
<	O	O
0	O	O
.	O	O
05	O	O
]	O	O
were	O	O
found	O	O
.	O	O

Then	O	O
,	O	O
they	O	O
were	O	O
provided	O	O
with	O	O
two	O	O
small	O	O
cans	O	O
containing	O	O
both	O	O
types	O	O
of	O	O
food	O	O
that	O	O
were	O	O
previously	O	O
weighed	O	O
.	O	O

All	O	O
the	O	O
investigators	O	O
will	O	O
have	O	O
the	O	O
right	O	O
to	O	O
analyse	O	O
and	O	O
publish	O	O
data	O	O
.	O	O

Concerning	O	O
to	O	O
cumulative	O	O
caloric	O	O
intake	O	O
relative	O	O
to	O	O
body	O	O
weight	O	O
during	O	O
the	O	O
post	O	O
-	O	O
weaning	O	O
period	O	O
(	O	O
Figure2D	O	O
),	O	O
we	O	O
found	O	O
a	O	O
main	O	O
effect	O	O
of	O	O
time	O	O
[	O	O
F	O	O
(	O	O
15	O	O
,	O	O
59	O	O
)=	O	O
1712	O	O
.	O	O
38	O	O
,	O	O
P	O	O
<	O	O
0	O	O
.	O	O
001	O	O
]	O	O
and	O	O
sex	O	O
[	O	O
F	O	O
(	O	O
1	O	O
,	O	O
73	O	O
)=	O	O
30	O	O
.	O	O
20	O	O
,	O	O
P	O	O
<	O	O
0	O	O
.	O	O
001	O	O
].	O	O

In	O	O
addition	O	O
,	O	O
nutritional	O	O
restriction	O	O
during	O	O
early	O	O
and	O	O
mid	O	O
gestation	O	O
reduced	O	O
ovarian	O	O
characteristics	O	O
(	O	O
wet	O	O
ovary	O	O
weight	O	O
,	O	O
luteal	O	O
tissue	O	O
weight	O	O
)	O	O
of	O	O
heifers	O	O
,	O	O
indicating	O	O
negative	O	O
effects	O	O
of	O	O
fetal	O	O
programming	O	O
on	O	O
productive	O	O
efficiency	O	O
of	O	O
replacement	O	O
heifers	O	O
.	O	O

Besides	O	O
,	O	O
P	O	O
-	O	O
values	O	O
<	O	O
0	O	O
.	O	O
05	O	O
were	O	O
considered	O	O
as	O	O
statistically	O	O
significant	O	O
.	O	O

Mothers	O	O
were	O	O
paid	O	O
$	O	O
25	O	O
for	O	O
attending	O	O
the	O	O
30	O	O
-	O	O
week	O	O
gestation	O	O
and	O	O
6	O	O
-	O	O
month	O	O
postpartum	O	O
assessments	O	O
.	O	O

The	O	O
ratio	O	O
of	O	O
muscle	O	O
to	O	O
fat	O	O
cells	O	O
varies	O	O
depending	O	O
on	O	O
the	O	O
amount	O	O
of	O	O
IMF	O	O
deposited	O	O
.	O	O

In	O	O
infants	O	O
with	O	O
risk	O	O
of	O	O
allergy	O	O
,	O	O
introduction	O	O
of	O	O
solid	O	O
foods	O	O
in	O	O
general	O	O
should	O	O
be	O	O
postponed	O	O
until	O	O
6	O	O
months	O	O
of	O	O
age	O	O
,	O	O
milk	O	O
products	O	O
until	O	O
12	O	O
months	O	O
,	O	O
hen	O	O
'	O	O
s	O	O
egg	O	O
until	O	O
24	O	O
months	O	O
,	O	O
and	O	O
peanut	O	O
,	O	O
tree	O	O
nuts	O	O
,	O	O
fish	O	O
,	O	O
and	O	O
seafood	O	O
until	O	O
at	O	O
least	O	O
36	O	O
months	O	O
.	O	O

Although	O	O
relatively	O	O
rare	O	O
,	O	O
clinicians	O	O
must	O	O
maintain	O	O
a	O	O
high	O	O
index	O	O
of	O	O
suspicion	O	O
for	O	O
aortic	O	O
dissection	O	O
in	O	O
any	O	O
pregnant	O	O
female	O	O
who	O	O
presents	O	O
with	O	O
acute	O	O
onset	O	O
chest	O	O
pain	O	O
.	O	O

Partial	O	O
adherence	O	O
to	O	O
the	O	O
model	O	O
of	O	O
care	O	O
may	O	O
have	O	O
attenuated	O	O
changes	O	O
in	O	O
medication	O	O
requirements	O	O
and	O	O
dietary	O	O
patterns	O	O
.	O	O

Long	O	O
-	O	O
term	O	O
effect	O	O
of	O	O
prenatal	O	O
caloric	O	O
restriction	O	O
on	O	O
the	O	O
gene	O	O
expression	O	O
of	O	O
lipid	O	O
and	O	O
cholesterol	O	O
metabolism	O	O
in	O	O
liver	O	O
and	O	O
perirenal	O	O
adipose	O	O
tissue	O	O
of	O	O
adult	O	O
offspring	O	O
Gene	O	O
expression	O	O
of	O	O
relevant	O	O
metabolic	O	O
enzymes	O	O
regulating	O	O
de	O	O
novo	O	O
lipogenesis	O	O
(	O	O
Acaca	O	O
,	O	O
Fasn	O	O
,	O	O
Scd1	O	O
)	O	O
and	O	O
fatty	O	O
-	O	O
acid	O	O
β	O	O
-	O	O
oxidation	O	O
(	O	O
Cpt1a	O	O
,	O	O
Cpt1b	O	O
,	O	O
Acox1	O	O
),	O	O
and	O	O
key	O	O
regulators	O	O
of	O	O
lipid	O	O
and	O	O
cholesterol	O	O
metabolism	O	O
(	O	O
Chrebp	O	O
,	O	O
Srebp1	O	O
/	O	O
2	O	O
,	O	O
Insig1	O	O
/	O	O
2	O	O
,	O	O
Hmgcr	O	O
)	O	O
and	O	O
mitochondrial	O	O
respiration	O	O
(	O	O
Ucp1	O	O
,	O	O
Cox4i1	O	O
)	O	O
was	O	O
also	O	O
evaluated	O	O
in	O	O
the	O	O
liver	O	O
and	O	O
the	O	O
PAT	O	O
(	O	O
Figure5	O	O
).	O	O

These	O	O
studies	O	O
do	O	O
not	O	O
necessarily	O	O
rule	O	O
out	O	O
an	O	O
epigenetic	O	O
mechanism	O	O
of	O	O
toxicity	O	O
per	O	O
se	O	O
,	O	O
but	O	O
they	O	O
do	O	O
exclude	O	O
a	O	O
link	O	O
between	O	O
the	O	O
specific	O	O
epigenetic	O	O
,	O	O
exposure	O	O
and	O	O
/	O	O
or	O	O
adverse	O	O
endpoints	O	O
/	O	O
markers	O	O
investigated	O	O
.	O	O

Based	O	O
on	O	O
the	O	O
sum	O	O
population	O	O
prevalence	O	O
of	O	O
schizophrenia	O	O
and	O	O
other	O	O
psychoses	O	O
in	O	O
middle	O	O
-	O	O
aged	O	O
women	O	O
[	O	O
54	O	O
],	O	O
we	O	O
might	O	O
expect	O	O
that	O	O
2	O	O
-	O	O
3	O	O
%	O	O
