TOKEN	TRUE	PREDICTED
kg	O	O
/	O	O
m2are	O	O
considered	O	O
to	O	O
be	O	O
overweight	O	O
.	O	O

Effects	B	B
of	O	O
dietary	O	O
energy	O	O
(	O	O
TDN	O	O
:	O	O
70	O	O
%,	O	O
80	O	O
%;	O	O
DM	O	O
basis	O	O
)	O	O
and	O	O
protein	O	O
levels	O	O
(	O	O
crude	O	O
protein	O	O
[	O	O
CP	O	O
]:	O	O
11	O	O
.	O	O
9	O	O
%,	O	O
14	O	O
.	O	O
3	O	O
%;	O	O
DM	O	O
basis	O	O
)	O	O
on	O	O
growth	O	O
performance	O	O
,	O	O
carcass	O	O
characteristics	O	O
and	O	O
meat	O	O
quality	O	O
were	O	O
examined	O	O
in	O	O
F1	O	O
Angus	O	O
×	O	O
Chinese	O	O
Xiangxi	O	O
yellow	O	O
cattle	O	O
[	O	O
125	O	O
].	O	O

Three	O	O
independent	O	O
reports	O	O
have	O	O
observed	O	O
a	O	O
peak	O	O
risk	O	O
for	O	O
winter	O	O
births	O	O
[	O	O
16	O	O
–	O	O
18	O	O
],	O	O
while	B	B
no	O	O
seasonal	O	O
variation	O	O
for	O	O
risk	O	O
was	O	O
noted	O	O
in	O	O
two	O	O
other	O	O
epidemiologic	O	O
studies	O	O
[	O	O
19	O	O
,	O	O
20	O	O
].	O	O

Alcohol	O	O
Alcohol	O	O
intake	O	O
should	B	B
be	I	I
avoided	O	O
by	O	O
the	O	O
pregnant	O	O
mother	O	O
because	B	B
of	O	O
well	B	B
-	I	I
known	I	I
toxic	O	O
effects	B	B
on	O	O
both	O	O
mother	O	O
and	O	O
fetus	O	O
.	O	O

This	O	O
tissue	O	O
also	O	O
responds	O	O
to	O	O
insulin	O	O
with	O	O
a	O	O
5	O	O
-	O	O
fold	O	O
increase	O	O
in	O	O
glucose	O	O
uptake	O	O
,	O	O
without	O	O
any	O	O
change	O	O
in	O	O
blood	O	O
flow	O	O
(	O	O
Orava	O	O
et	O	O
al	O	O
.,	O	O
2011	O	O
),	O	O
while	O	O
under	O	O
cold	O	O
exposure	O	O
,	O	O
glucose	O	O
uptake	O	O
increases	O	O
by	O	O
12	O	O
-	O	O
folds	O	O
,	O	O
dissipating	O	O
energy	O	O
as	O	O
a	O	O
function	O	O
of	O	O
increased	O	O
blood	O	O
flow	O	O
(	O	O
Orava	O	O
et	O	O
al	O	O
.,	O	O
2011	O	O
).	O	O

A	O	O
number	O	B
of	O	O
techniques	O	O
have	B	B
been	I	I
described	O	O
in	O	O
the	O	O
assessment	O	O
of	O	O
early	O	O
infant	O	O
body	O	O
composition	O	O
.	O	O

4	O	O
.	O	O

Adverse	O	O
environmental	O	O
conditions	O	O
during	O	O
fetal	O	O
development	O	O
provoke	B	B
an	O	O
intrauterine	O	O
adaptive	O	O
response	O	O
termed	O	O
'	O	O
fetal	O	O
programming	O	O
',	O	O
which	O	O
may	B	B
lead	O	O
to	O	O
both	O	O
persistently	O	O
biased	O	O
responsiveness	O	O
to	O	O
extrinsic	O	O
factors	O	O
and	O	O
permanent	O	O
consequences	O	O
for	O	O
the	O	O
organismal	O	O
phenotype	O	O
.	O	O

Those	O	O
interested	O	O
,	O	O
receive	O	O
a	O	O
study	O	O
information	O	O
leaflet	O	O
and	O	O
are	O	O
screened	O	O
for	O	O
eligibility	O	O
individually	O	O
in	O	O
a	O	O
private	O	O
space	O	O
upon	O	O
which	O	O
a	O	O
booking	O	O
date	O	O
is	O	O
supplied	O	O
if	O	O
eligible	O	O
.	O	O

Cluster	O	O
1	O	O
is	O	O
the	O	O
reference	O	O
group	O	O
.	O	O

The	O	O
vitamin	O	O
D3and	O	O
the	O	O
placebo	O	O
were	O	O
the	O	O
same	O	O
colour	O	O
(	O	O
pale	O	O
yellow	O	O
),	O	O
taste	O	O
,	O	O
and	O	O
quantity	O	O
(	O	O
0	O	O
·	O	O
5	O	O
mL	O	O
)	O	O
and	O	O
therefore	O	O
the	O	O
study	O	O
staff	O	O
and	O	O
the	O	O
families	O	O
did	O	O
not	O	O
know	O	O
to	O	O
which	O	O
group	O	O
the	O	O
children	O	O
were	O	O
assigned	O	O
.	O	O

This	O	O
may	B	B
be	I	I
attributable	O	O
to	O	O
the	O	O
synergistic	O	O
effects	B	B
of	O	O
food	O	O
[	O	O
34	O	O
]	O	O
and	O	O
associated	B	B
with	O	O
fish	O	O
being	O	O
a	O	O
source	O	O
of	O	O
other	B	B
nutrients	O	O
which	O	O
are	O	O
important	B	B
for	O	O
infant	O	O
development	O	O
such	O	O
as	O	O
iodine	O	O
and	O	O
vitamin	O	O
D	O	O
.	O	O
Presently	O	O
,	O	O
there	O	O
have	B	B
been	I	I
no	B	B
randomised	O-	O-
control	O-	O-
trials	I	I
examining	O	O
neurocognitive	O	O
outcomes	O	O
associated	B	B
with	O	O
prenatal	O	O
multivitamin	O	O
use	O	O
and	O	O
infant	O	O
neurodevelopment	O	O
,	O	O
and	O	O
these	O	O
are	O	O
unlikely	B	B
to	O	O
occur	O	O
given	O	O
ethical	O	O
implications	B	B
of	O	O
such	O	O
[	O	O
35	O	O
].	O	O

Although	B	B
a	O	O
weak	O	O
correlation	B	B
was	O	O
found	B	B
between	O	O
poor	O	O
intrauterine	O	O
environments	O	O
and	O	O
ASD	O	O
with	O	O
intellectual	O	O
disabilities	O	O
,	O	O
there	O	O
was	O	O
no	O	O
relationship	O	O
found	B	O
between	O	O
ASD	O	O
without	O	O
intellectual	O	O
disabilities	O	O
and	O	O
perinatal	O	O
factors	O	O
[	O	O
12	O	O
].	O	O

Hypothalamic	O	O
Gene	O	O
Expression	O	O
Each	O	O
dissected	O	O
hypothalamus	O	O
was	O	O
homogenized	O	O
using	O	O
a	O	O
tissue	O	O
ruptor	O	O
homogenizer	O	O
(	O	O
Qiagen	O	O
Tech	O	O
.,	O	O
Mississauga	O	O
,	O	O
ON	O	O
,	O	O
Canada	O	O
).	O	O

In	B	B
order	I	I
to	I	I
contribute	O	O
to	O	O
a	O	O
comprehensive	O	O
inventory	O	O
of	O	O
genes	O	O
and	O	O
functional	O	O
networks	O	O
that	O	O
are	O	O
targets	O	O
of	O	O
nutritional	O	O
programming	O	O
initiated	O	O
during	O	O
fetal	O	O
life	O	O
,	O	O
we	O	O
applied	O	O
whole	O	O
-	O	O
genome	O	O
microarrays	O	O
for	O	O
expression	O	O
profiling	O	O
in	O	O
a	O	O
longitudinal	O	O
experimental	O	O
design	O	O
covering	O	O
prenatal	O	O
,	O	O
perinatal	O	O
,	O	O
juvenile	O	O
and	O	O
adult	O	O
ontogenetic	O	O
stages	O	O
in	O	O
a	O	O
porcine	O	O
model	O	O
.	O	O

Eighty	O	O
-	O	O
four	O	O
cases	O	O
(	O	O
85	O	O
.	O	O
7	O	O
%)	O	O
took	O	O
Vitamin	O	O
D	O	O
supplements	O	O
with	O	O
duration	O	O
of	O	O
2w	O	O
-	O	O
31w	O	O
,	O	O
and	O	O
with	O	O
average	O	O
daily	O	O
intake	O	O
dose	O	O
of	O	O
517	O	O
.	O	O
5	O	O
±	O	O
113	O	O
.	O	O
1	O	O
IU	O	O
.	O	O

According	O	O
to	O	O
Du	O	O
et	O	O
al	O	O
[	O	O
16	O	O
],	O	O
this	O	O
adipogenesic	O	O
phase	O	O
extends	O	O
to	O	O
the	O	O
neonatal	O	O
period	O	O
for	O	O
abdominal	O	O
adipocytes	O	O
,	O	O
to	O	O
the	O	O
early	O	O
weaning	O	O
stage	O	O
for	O	O
subcutaneous	O	O
and	O	O
intermuscular	O	O
adipocytes	O	O
,	O	O
and	O	O
to	O	O
around	O	O
250	O	O
d	O	O
of	O	O
age	O	O
for	O	O
IMF	O	O
.	O	O

The	O	O
coordination	O	O
of	O	O
several	O	O
factors	O	O
affects	B	B
IMF	O	O
deposition	O	O
.	O	O

Macrosomia	O	O
,	O	O
shoulder	O	O
dystocia	O	O
with	O	O
its	O	O
attendant	O	O
risks	O	O
of	O	O
brachial	O	O
plexus	O	O
injury	O	O
and	O	O
clavicle	O	O
fracture	O	O
,	O	O
and	O	O
neonatal	O	O
hypoglycemia	O	O
are	O	O
the	O	O
serious	B	B
complications	B	B
which	O	O
most	B	B
commonly	I	I
occur	O	O
.	O	O
6	O	O
–	O	O
11Jaundice	O	O
,	O	O
polycythemia	O	O
,	O	O
respiratory	O	O
distress	O	O
,	O	O
and	O	O
hypocalcemia	O	O
have	B	B
also	O-	O-
been	I	I
reported	B	B
.	O	O

There	O	O
were	O	O
1754	O	O
infants	O	O
who	O	O
were	O	O
assessed	O	O
at	O	O
6	O	O
months	O	O
of	O	O
age	O	O
(	O	O
Lifestyle	O	O
Advice	O	O
n	O	O
=	O	O
869	O	O
;	O	O
Standard	O	O
Care	O	O
n	O	O
=	O	O
885	O	O
),	O	O
representing	O	O
82	O	O
.	O	O
1	O	O
%	O	O
of	O	O
the	O	O
eligible	O	O
sample	O	O
.	O	O

Supplementary	O	O
materialERJ	O	O
-	O	O
00073	O	O
-	O	O
2017_Supplement	O	O
Disclosures10	O	O
.	O	O
1183	O	O
/	O	O
13993003	O	O
.	O	O
00073	O	O
-	O	O
2017	O	O
.	O	O
Supp2	O	O
A	O	O
.	O	O
BédardERJ	O	O
-	O	O
00073	O	O
-	O	O
2017_Bedard	O	O
A	O	O
.	O	O
J	O	O
.	O	O

This	O	O
was	O	O
mediated	O	O
by	O	O
phosphorylation	O	O
of	O	O
the	O	O
signal	O	O
transducer	O	O
and	O	O
activator	O	O
of	O	O
transcription	O	O
3	O	O
(	O	O
pSTAT3	O	O
).	O	O

No	O	O
effects	O	O
of	O	O
diet	O	O
and	O	O
sex	O	O
were	O	O
detected	O	O
,	O	O
but	O	O
interaction	B	B
between	O	O
time	O	O
and	O	O
diet	O	O
was	O	O
significant	O	O
[	O	O
F	O	O
(	O	O
22	O	O
,	O	O
145	O	O
)=	O	O
11	O	O
.	O	O
27	O	O
,	O	O
P	O	O
<	O	O
0	O	O
.	O	O
001	O	O
].	O	O

Currently	O	O
,	O	O
the	O	O
ICDS	O	O
scheme	O	O
symbolizes	O	O
one	O	O
of	O	O
the	O	O
most	O	O
extensive	O	O
and	O	O
the	O	O
unique	O	O
initiative	O	O
for	O	O
safeguarding	O	O
early	O	O
childhood	O	O
development	O	O
,	O	O
catering	O	O
to	O	O
more	O	O
than	O	O
100	O	O
million	O	O
under	O	O
-	O	O
six	O	O
year	O	O
children	O	O
under	O	O
the	O	O
different	O	O
provisions	O	O
available	O	O
in	O	O
the	O	O
scheme	O	O
(	O	O
2	O	O
).	O	O

Sleep	O	O
was	O	O
assessed	O	O
using	O	O
the	O	O
General	O	O
Sleep	O	O
Disturbance	O	O
questionnaire	O	O
[	O	O
30	O	O
].	O	O

Further	O	O
investigation	O	O
of	O	O
potential	O	O
confounding	O	O
/	O	O
mediation	O	O
of	O	O
main	O	O
findings	O	O
and	O	O
sensitivity	O	O
analyses	O	O
Additional	O	O
separate	O	O
adjustment	O	O
for	O	O
maternal	O	O
pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
,	O	O
gestational	O	O
age	O	O
at	O	O
delivery	O	O
,	O	O
birthweight	O	O
,	O	O
maternal	O	O
weight	O	O
gain	O	O
during	O	O
pregnancy	O	O
and	O	O
child	O	O
'	O	O
s	O	O
BMI	O	O
at	O	O
age	O	O
7	O	O
years	O	O
did	B	B
not	I	I
substantially	O	O
alter	O	O
the	O	O
main	O	O
findings	O	O
and	O	O
therefore	B	B
no	O	O
further	O	O
formal	O	O
mediation	O	O
analysis	O	O
was	O	O
conducted	O	O
(	O	O
supplementary	O	O
table	O	O
E3	O	O
).	O	O

Similarly	O	O
as	O	O
in	O	O
our	O	O
pregnant	O	O
women	O	O
population	O	O
,	O	O
in	O	O
the	O	O
adult	O	O
population	O	O
the	O	O
risk	O	O
of	O	O
vitamin	O	O
D	O	O
deficiency	O	O
was	O	O
higher	O	O
in	O	O
winter	O	O
than	O	O
in	O	O
summer	O	O
and	O	O
increased	O	O
with	O	O
BMI	O	O
[	O	O
36	O	O
],[	O	O
37	O	O
],[	O	O
44	O	O
],[	O	O
45	O	O
],[	O	O
46	O	O
].	O	O

Detecting	O	O
a	O	O
thyroid	O	O
cancer	O	O
during	O	O
pregnancy	O	O
should	B	B
not	I	I
be	I	I
a	O	O
reason	O	O
for	O	O
termination	O	O
of	O	O
pregnancy	O	O
,	O	O
and	O	O
in	O	O
the	O	O
large	O	O
majority	B	B
of	O	O
cases	O	O
it	O	O
does	O	O
not	B	O
require	I	I
urgent	O	O
surgery4	O	O
.	O	O

Cost	O	O
-	O	O
effectiveness	O	O
analysis	O	O
The	O	O
economic	O	O
evaluation	O	O
will	O	O
take	O	O
a	O	O
societal	O	O
perspective	O	O
.	O	O

Humans	O	O
get	O	O
vitamin	O	O
D	O	O
(	O	O
cholecalciferol	O	O
)	O	O
from	O	O
exposure	O	O
to	O	O
sunlight	O	O
,	O	O
diet	O	O
and	O	O
dietary	O	O
supplements	O	O
.	O	O

On	O	O
the	O	O
contrary	B	B
to	O	O
the	O	O
above	O	O
mentioned	O	O
studies	O	O
,	O	O
Neilson	O	O
et	O	O
al	O	O
.,	O	O
in	O	O
a	O	O
case	O	O
–	O	O
control	O	O
study	O	O
,	O	O
found	B	B
that	O	O
an	O	O
increase	O	O
in	O	O
25	O	O
-	O	O
hydroxyvitamin	O	O
D	O	O
level	O	O
can	B	B
enhance	B	B
the	O	O
possibility	B	B
of	O	O
postnatal	O	O
depression	O	O
.	O	O

Caption	O	O
(	O	O
FIG	O	O
):	O	O
FIG	O	O
.	O	O

Overall	O	O
,	O	O
the	O	O
sequence	O	O
of	O	O
events	O	O
in	O	O
this	O	O
patient	O	O
suggests	B	B
that	O	O
the	O	O
metabolic	O	O
and	O	O
trophic	O	O
effects	B	B
of	O	O
THs	O	O
on	O	O
BAT	O	O
may	B	B
play	O	O
a	O	O
critical	B	B
role	B	B
in	O	O
non	O	O
-	O	O
insulin	O	O
-	O	O
mediated	O	O
glucose	O	O
utilization	O	O
,	O	O
ultimately	B	B
leading	O	O
to	O	O
near	O	O
-	O	O
normal	O	O
glucose	O	O
levels	O	O
(	O	O
Skarulis	O	O
et	O	O
al	O	O
.,	O	O
2010	O	O
).	O	O

Therefore	B	B
,	O	O
there	O	O
is	O	O
a	O	O
need	B	B
to	O	O
establish	O	O
effective	O	O
and	O	O
safe	B	B
doses	O	O
of	O	O
supplemental	O	O
iron	O	O
with	O	O
folic	O	O
acid	O	O
either	B	B
as	O-	O-
daily	O-	O-
or	I	I
weekly	O	O
supplementation	O	O
;	O	O
this	O	O
should	B	B
take	O	O
into	O	O
consideration	B	B
nutritional	O	O
and	O	O
haematological	O	O
status	O	O
of	O	O
women	O	O
in	O	O
developing	O	O
countries	O	O
.	O	O

Based	B	B
on	I	I
these	O	O
considerations	B	B
,	O	O
we	O	O
aim	B	B
to	O	O
focus	B	B
on	O	O
the	O	O
long	O	O
-	O	O
term	O	O
effects	B	B
on	O	O
cannabinoid	O	O
-	O	O
related	B	B
behaviors	O	O
(	O	O
i	O	O
.	O	O
e	O	O
.,	O	O
cannabinoid	O	O
receptor	O	O
antagonist	O	O
-	O	O
induced	O	O
suppression	O	O
of	O	O
feeding	O	O
),	O	O
and	O	O
effects	B	B
on	O	O
lipid	O	O
-	O	O
related	B	B
metabolic	O	O
pathways	O	O
of	O	O
a	O	O
maternal	O	O
exposure	O	O
to	O	O
a	O	O
moderate	O	O
caloric	O	O
restriction	O	O
during	O	O
the	O	O
preconceptional	O	O
and	O	O
gestational	O	O
period	O	O
.	O	O

In	O	O
addition	O	O
,	O	O
a	O	O
significant	O	O
percentage	O	O
of	O	O
infants	O	O
from	O	O
families	O	O
with	O	O
an	O	O
atopic	O	O
background	O	O
do	O	O
not	O	O
develop	O	O
atopy	O	O
during	O	O
childhood	O	O
.	O	O

Mean	O	O
birth	O	O
weights	O	O
of	O	O
LP	O	O
newborn	O	O
piglets	O	O
used	O	O
for	O	O
microarray	O	O
analyses	O	O
were	O	O
numerically	O	O
lower	O	O
than	O	O
birth	O	O
weights	O	O
of	O	O
AP	O	O
offspring	O	O
(	O	O
LP	O	O
:	O	O
1	O	O
.	O	O
21	O	O
±	O	O
0	O	O
.	O	O
30	O	O
kg	O	O
,	O	O
AP	O	O
:	O	O
1	O	O
.	O	O
36	O	O
±	O	O
0	O	O
.	O	O
31	O	O
kg	O	O
,	O	O
P	O	O
=	O	O
0	O	O
.	O	O
08	O	O
,	O	O
n	O	O
=	O	O
32	O	O
).	O	O

Further	B	B
studies	I	B
should	B	B
be	I	I
performed	O	O
to	O	O
clarify	O	O
the	O	O
role	B	B
of	O	O
the	O	O
endocannabinoid	O	O
system	O	O
and	O	O
other	B	B
homeostatic	O	O
mechanisms	O	O
implicated	B	B
in	O	O
the	O	O
process	O	O
of	O	O
nutritional	O	O
programming	O	O
.	O	O

A	O	O
diagnosis	O	O
of	O	O
1	O	O
)	O	O
sensitised	O	O
with	O	O
clinical	O	O
symptoms	O	O
,	O	O
2	O	O
)	O	O
sensitised	O	O
and	O	O
clinically	O	O
tolerant	O	O
,	O	O
3	O	O
)	O	O
sensitised	O	O
and	O	O
unknown	O	O
clinical	O	O
reactivity	O	O
,	O	O
4	O	O
)	O	O
not	O	O
sensitised	O	O
with	O	O
clinical	O	O
symptoms	O	O
,	O	O
5	O	O
)	O	O
unknown	O	O
sensitization	O	O
with	O	O
clinical	O	O
symptoms	O	O
or	O	O
6	O	O
)	O	O
not	O	O
sensitized	O	O
with	O	O
no	O	O
clinical	O	O
symptoms	O	O
is	O	O
made	O	O
.	O	O

An	O	O
adapted	O	O
questionnaire	O	O
previously	O	O
used	O	O
in	O	O
the	O	O
South	O	O
African	O	O
context	O	O
is	O	O
used	O	O
[	O	O
58	O	O
].	O	O

In	O	O
this	O	O
model	B	B
,	O	O
environmental	O	O
exposures	O	O
and	O	O
lifestyle	O	O
changes	O	O
that	O	O
occur	O	O
afterwards	O	O
play	O	O
a	O	O
mainly	B	B
secondary	O	O
role	B	B
to	O	O
the	O	O
programming	O	O
or	O	O
imprinting	O	O
that	O	O
occurs	O	O
during	O	O
pregnancy	O	O
and	O	O
/	O	O
or	O	O
early	O	O
infancy	O	O
[	O	O
14	O	O
,	O	O
15	O	O
].	O	O

Immediate	O	O
-	O	O
phase	O	O
type	O	O
I	O	O
allergic	O	O
symptoms	O	O
usually	B	B
occur	O	O
within	O	O
several	O	O
minutes	O	O
after	O	O
allergen	O	O
contact	O	O
.	O	O

Interpretations	O	O
Quarterly	O	O
bolus	O	O
doses	O	O
of	O	O
oral	O	O
vitamin	O	O
D3supplementation	O	O
to	O	O
infants	O	O
are	O	O
not	O	O
an	O	O
effective	O	O
intervention	O	O
to	O	O
reduce	O	O
the	O	O
incidence	O	O
of	O	O
pneumonia	O	O
in	O	O
infants	O	O
in	O	O
this	O	O
setting	O	O
.	O	O

In	O	O
addition	O	O
,	O	O
our	O	O
recent	B	B
research	I	I
has	O	B
shown	O	I
that	O	O
transport	O	O
stress	O	O
causes	O	O
temporal	O	O
increases	O	O
in	O	O
circulating	O	O
cortisol	O	O
and	O	O
NEFA	O	O
concentrations	O	O
,	O	O
along	O	O
with	O	O
a	O	O
decrease	O	O
in	O	O
circulating	O	O
TG	O	O
concentration	O	O
in	O	O
pregnant	O	O
Holstein	O	O
heifers	O	O
[	O	O
103	O	O
],	O	O
consistent	B	B
with	O	O
transport	O	O
stress	O	O
also	O	O
causing	O	O
lipolysis	O	O
.	O	O

If	B	B
this	O	O
is	O	O
the	O	O
case	O	O
,	O	O
adult	O	O
health	O	O
outcomes	O	O
may	B	B
reflect	O	O
season	O	O
of	O	O
birth	O	O
if	B	B
food	O	O
intake	O	O
is	O	O
seasonal	O	O
,	O	O
and	O	O
if	B	B
exposure	O	O
occurs	O	O
at	O	O
a	O	O
critical	O	O
stage	O	O
of	O	O
fetal	O	O
development	O	O
.	O	O

furthered	B	B
our	I	I
understanding	I	I
of	O	O
the	O	O
effects	B	B
of	O	O
paternal	O	O
folate	O	O
deficiency	O	O
[	O	O
6	O	O
].	O	O

First	O	O
,	O	O
pregnant	O	O
women	O	O
were	O	O
briefed	O	O
on	O	O
the	O	O
study	O	O
objectives	O	O
and	O	O
the	O	O
confidentiality	O	O
of	O	O
maternal	O	O
and	O	O
neonatal	O	O
information	O	O
,	O	O
and	O	O
they	O	O
then	O	O
signed	O	O
informed	O	O
consents	O	O
.	O	O

Pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
based	O	O
on	O	O
pre	O	O
-	O	O
pregnancy	O	O
weight	O	O
was	O	O
calculated	O	O
using	O	O
the	O	O
following	O	O
equation	O	O
as	O	O
defined	O	O
by	O	O
the	O	O
World	O	O
Health	O	O
Organization	O	O
:	O	O
weight	O	O
/	O	O
height2	O	O
.	O	O

The	O	O
main	O	O
aim	B	B
was	O	O
to	O	O
study	O	O
factors	O	O
identified	O	O
in	O	O
a	O	O
previous	B	B
study	I	I
as	O	O
potentially	B	B
causally	O	O
related	B	B
to	O	O
cancer	O	O
of	O	O
the	O	O
oesophagus	O	O
.	O	O

For	O	O
example	O	O
,	O	O
the	O	O
maternal	O	O
aMED	O	O
score	O	O
was	O	O
consistently	B	B
positively	O	O
and	O	O
negatively	O	O
associated	B	B
with	O	O
the	O	O
Enterobacteriaceae	O	O
family	O	O
,	O	O
and	O	O
additionally	O	O
negatively	O	O
associated	B	B
with	O	O
the	O	O
species	O	O
Escherichia	O	O
coli	O	O
,	O	O
in	O	O
both	O	O
delivery	O	O
mode	O	O
strata	O	O
.	O	O

Thus	B	B
,	O	O
the	O	O
majority	B	B
of	O	O
whole	O	O
system	O	O
studies	O	O
have	O	O
been	O	O
performed	O	O
in	O	O
animal	O	O
models	B	B
,	O	O
predominantly	O	O
rodents	O	O
.	O	O

In	O	O
our	O	O
setting	O	O
,	O	O
family	O	O
planning	O	O
and	O	O
care	O	O
of	O	O
the	O	O
newborn	O	O
are	O	O
usually	O	O
discussed	O	O
in	O	O
Infant	O	O
Welfare	O	O
Clinic	O	O
.	O	O

Results	O	O
The	O	O
two	O	O
groups	O	O
were	O	O
similar	B	B
in	O	O
relation	B	B
to	O	O
baseline	O	O
25	O	O
-	O	O
hydroxyvitamin	O	O
D	O	O
concentrations	O	O
.	O	O

These	O	O
disparities	B	B
may	B	B
have	B	B
been	I	I
due	B	B
to	I	I
the	O	O
use	O	O
of	O	O
different	B	B
routes	O	O
of	O	O
administration	O	O
and	O	O
variations	B	B
in	O	O
rat	O	O
strains	O	O
/	O	O
stocks	O	O
.	O	O

Routine	O	O
use	O	O
of	O	O
iron	O	O
supplements	O	O
is	O	O
common	O	O
,	O	O
as	B	B
it	O	O
is	O	O
difficult	B	B
to	O	O
ensure	O	O
adequate	O	O
intake	O	O
from	O	O
food	O	O
sources	O	O
,	O	O
even	B	B
from	O	O
those	O	O
with	O	O
relatively	O	O
high	O	O
iron	O	O
bioavailability	O	O
[	O	O
29	O	O
,	O	O
30	O	O
].	O	O

Between	O	O
birth	O	O
and	O	O
6	O	O
months	O	O
,	O	O
the	O	O
percentage	O	O
of	O	O
children	O	O
with	O	O
WFA	O	O
>	O	O
90th	O	O
percentile	O	O
declined	O	O
slightly	O	O
in	O	O
overweight	O	O
/	O	O
obese	O	O
mothers	O	O
(	O	O
from	O	O
19	O	O
.	O	O
6	O	O
%	O	O
to	O	O
17	O	O
.	O	O
6	O	O
%)	O	O
but	O	O
increased	O	O
from	O	O
7	O	O
%	O	O
to	O	O
15	O	O
%	O	O
in	O	O
the	O	O
offspring	O	O
of	O	O
normal	O	O
weight	O	O
mothers	O	O
(	O	O
Table	O	O
1	O	O
).	O	O

According	O	O
to	O	O
the	O	O
Lambda	O	O
test	O	O
,	O	O
this	O	O
correlation	B	B
was	O	O
significantly	O	O
greater	O	O
in	O	O
group	O	O
A	O	O
than	O	O
in	O	O
group	O	O
B	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
).	O	O

There	O	O
were	O	O
nine	O	O
cases	O	O
of	O	O
IUFD	O	O
at	O	O
gestational	O	O
week	O	O
≥	O	O
22	O	O
+	O	O
0	O	O
.	O	O

There	O	O
was	O	O
insufficient	B	B
case	O-	O-
information	I	I
available	O	O
to	O	O
assess	O	O
any	O	O
causal	O	O
association	B	B
between	O	O
the	O	O
allergic	O	O
reaction	O	O
and	O	O
the	O	O
fetal	O	O
loss	O	O
.	O	O

The	O	O
main	O	O
positive	O	O
findings	O	O
of	O	O
our	O	O
study	O	O
are	O	O
summarised	O	O
infigure	O	O
1	O	O
.	O	O

It	O	O
is	O	O
the	O	O
precursor	O	O
to	O	O
form	O	O
25	O	O
-	O	O
hydroxyvitamin	O	O
D3	O	O
[	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
D3	O	O
],	O	O
a	O	O
prehormone	O	O
,	O	O
which	O	O
is	O	O
ultimately	O	O
converted	O	O
to	O	O
1	O	O
,	O	O
25	O	O
-	O	O
dihydroxyvitamin	O	O
D3	O	O
[	O	O
1	O	O
,	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
2D3	O	O
],	O	O
one	O	O
of	O	O
the	O	O
most	O	O
potent	O	O
steroid	O	O
hormones	O	O
known	O	O
.	O	O

The	O	O
inclusion	O	O
criteria	O	O
applied	O	O
during	O	O
recruitment	O	O
screening	O	O
are	O	O
:	O	O
1	O	O
)	O	O
Confirmed	O	O
