TOKEN	TRUE	PREDICTED
dietary	O	O
patterns	O	O
.	O	O

Management	O	O
and	O	O
follow	O	O
-	O	O
up	O	O
of	O	O
thyroid	O	O
cancer	O	O
in	O	O
pregnant	O	O
women	O	O
AbstractSUMMARY	O	O
Thyroid	O	O
cancer	O	O
,	O	O
the	O	O
most	O	O
common	O	O
endocrine	O	O
malignancy	O	O
,	O	O
is	O	O
often	O	O
detected	O	O
in	O	O
young	O	O
female	O	O
patients	O	O
.	O	O

Concerning	O	O
the	O	O
potential	O	O
explanations	O	O
of	O	O
the	O	O
differential	B	B
phenotypic	O	O
features	O	O
between	O	O
males	O	O
and	O	O
females	O	O
,	O	O
the	O	O
leptin	O	O
sensibility	O	O
can	O	O
play	O	O
an	O	O
important	O	O
role	O	O
.	O	O

The	O	O
tailing	O	O
reactions	O	O
including	O	O
2	O	O
µg	O	O
RNA	O	O
samples	O	O
(	O	O
500	O	O
ng	O	O
/	O	O
µl	O	O
),	O	O
4	O	O
µl	O	O
of	O	O
5	O	O
×	O	O
Escherichia	O	O
coli	O	O
poly	O	O
(	O	O
A	O	O
)	O	O
polymerase	O	O
(	O	O
E	O	O
-	O	O
PAP	O	O
)	O	O
buffer	O	O
,	O	O
2	O	O
µl	O	O
of	O	O
25	O	O
mM	O	O
-	O	O
MgCl2	O	O
,	O	O
2	O	O
µl	O	O
of	O	O
10	O	O
mM	O	O
-	O	O
ATP	O	O
and	O	O
0	O	O
.	O	O
8	O	O
µl	O	O
E	O	O
-	O	O
PAP	O	O
(	O	O
2	O	O
U	O	O
/	O	O
µl	O	O
)	O	O
adjusted	O	O
to	O	O
20	O	O
µl	O	O
with	O	O
nuclease	O	O
-	O	O
free	O	O
water	O	O
.	O	O

Caption	O	O
(	O	O
TABLE	O	O
-	O	O
WRAP	O	O
):	O	O
TABLE	O	O
5	O	O
Determinants	O	O
of	O	O
the	O	O
use	O	O
of	O	O
folic	O	O
acid	O	O
,	O	O
iron	O	O
and	O	O
vitamins	O	O
Folic	O	O
acidIronVitamins	O	O
OR	O	O
(	O	O
95	O	O
%	O	O
CI	O	O
)#	O	O
OR	O	O
(	O	O
95	O	O
%	O	O
CI	O	O
)##	O	O
OR	O	O
(	O	O
95	O	O
%	O	O
CI	O	O
)#	O	O
OR	O	O
(	O	O
95	O	O
%	O	O
CI	O	O
)##	O	O
OR	O	O
(	O	O
95	O	O
%	O	O
CI	O	O
)#	O	O
OR	O	O
(	O	O
95	O	O
%	O	O
CI	O	O
)##	O	O
Urban	O	O
environment	O	O
1	O	O
.	O	O
47	O	O
(	O	O
1	O	O
.	O	O
18	O	O
;	O	O
1	O	O
.	O	O
48	O	O
)	O	O
1	O	O
.	O	O
46	O	O
(	O	O
0	O	O
.	O	O
83	O	O
;	O	O
2	O	O
.	O	O
54	O	O
)	O	O
0	O	O
.	O	O
86	O	O
(	O	O
0	O	O
.	O	O
55	O	O
;	O	O
1	O	O
.	O	O
34	O	O
)	O	O
0	O	O
.	O	O
72	O	O
(	O	O
0	O	O
.	O	O
44	O	O
;	O	O
1	O	O
.	O	O
19	O	O
)	O	O
1	O	O
.	O	O
66	O	O
(	O	O
1	O	O
.	O	O
01	O	O
;	O	O
2	O	O
.	O	O
73	O	O
)	O	O
1	O	O
.	O	O
58	O	O
(	O	O
0	O	O
.	O	O
90	O	O
;	O	O
2	O	O
.	O	O
78	O	O
)	O	O
Age	O	O
(	O	O
yrs	O	O
)	O	O
≤	O	O
1911111119	O	O
-	O	O
342	O	O
.	O	O
061	O	O
.	O	O
271	O	O
.	O	O
050	O	O
.	O	O
931	O	O
.	O	O
551	O	O
.	O	O
18	O	O
(	O	O
0	O	O
.	O	O
66	O	O
;	O	O
6	O	O
.	O	O
47	O	O
)(	O	O
0	O	O
.	O	O
39	O	O
;	O	O
4	O	O
.	O	O
19	O	O
)(	O	O
0	O	O
.	O	O
47	O	O
;	O	O
2	O	O
.	O	O
37	O	O
)(	O	O
0	O	O
.	O	O
41	O	O
;	O	O
2	O	O
.	O	O
14	O	O
)	O	O
0	O	O
.	O	O
67	O	O
;	O	O
3	O	O
.	O	O
580	O	O
.	O	O
50	O	O
;	O	O
2	O	O
.	O	O
78	O	O
≥	O	O
353	O	O
.	O	O
111	O	O
.	O	O
590	O	O
.	O	O
760	O	O
.	O	O
640	O	O
.	O	O
790	O	O
.	O	O
50	O	O
(	O	O
0	O	O
.	O	O
84	O	O
;	O	O
11	O	O
.	O	O
46	O	O
)(	O	O
0	O	O
.	O	O
41	O	O
;	O	O
6	O	O
.	O	O
17	O	O
)(	O	O
0	O	O
.	O	O
28	O	O
;	O	O
2	O	O
.	O	O
08	O	O
)(	O	O
0	O	O
.	O	O
23	O	O
;	O	O
1	O	O
.	O	O
79	O	O
)	O	O
0	O	O
.	O	O
28	O	O
;	O	O
2	O	O
.	O	O
250	O	O
.	O	O
17	O	O
;	O	O
1	O	O
.	O	O
47Schooling	O	O
(	O	O
grades	O	O
)	O	O
≤	O	O
8	O	O
9	O	O
-	O	O
12	O	O
11	O	O
1111	O	O
4	O	O
.	O	O
764	O	O
.	O	O
01	O	O
1	O	O
.	O	O
141	O	O
.	O	O
341	O	O
.	O	O
631	O	O
.	O	O
640	O	O
>	O	O
12	O	O
(	O	O
2	O	O
.	O	O
28	O	O
;	O	O
9	O	O
.	O	O
97	O	O
)(	O	O
1	O	O
.	O	O
88	O	O
;	O	O
8	O	O
.	O	O
56	O	O
)	O	O
(	O	O
0	O	O
.	O	O
66	O	O
;	O	O
1	O	O
.	O	O
98	O	O
)(	O	O
0	O	O
.	O	O
75	O	O
;	O	O
2	O	O
.	O	O
37	O	O
)(	O	O
0	O	O
.	O	O
93	O	O
;	O	O
2	O	O
.	O	O
88	O	O
)(	O	O
0	O	O
.	O	O
908	O	O
;	O	O
2	O	O
.	O	O
964	O	O
)	O	O
8	O	O
.	O	O
125	O	O
.	O	O
21	O	O
1	O	O
.	O	O
54	O	O
2	O	O
.	O	O
303	O	O
.	O	O
543	O	O
.	O	O
372	O	O
(	O	O
3	O	O
.	O	O
67	O	O
;	O	O
17	O	O
.	O	O
96	O	O
)(	O	O
2	O	O
.	O	O
12	O	O
;	O	O
12	O	O
.	O	O
82	O	O
)	O	O
(	O	O
0	O	O
.	O	O
82	O	O
;	O	O
2	O	O
.	O	O
90	O	O
)	O	O
(	O	O
1	O	O
.	O	O
08	O	O
;	O	O
4	O	O
.	O	O
86	O	O
)(	O	O
1	O	O
.	O	O
68	O	O
;	O	O
7	O	O
.	O	O
43	O	O
)(	O	O
1	O	O
.	O	O
432	O	O
;	O	O
7	O	O
.	O	O
940	O	O
)	O	O
Married	O	O
2	O	O
.	O	O
68	O	O
1	O	O
.	O	O
931	O	O
.	O	O
300	O	O
.	O	O
741	O	O
.	O	O
491	O	O
.	O	O
330	O	O
(	O	O
1	O	O
.	O	O
34	O	O
;	O	O
5	O	O
.	O	O
36	O	O
)	O	O
(	O	O
0	O	O
.	O	O
93	O	O
;	O	O
4	O	O
.	O	O
01	O	O
)(	O	O
0	O	O
.	O	O
75	O	O
;	O	O
2	O	O
.	O	O
25	O	O
)(	O	O
0	O	O
.	O	O
45	O	O
;	O	O
1	O	O
.	O	O
22	O	O
)(	O	O
0	O	O
.	O	O
83	O	O
;	O	O
2	O	O
.	O	O
68	O	O
)(	O	O
0	O	O
.	O	O
712	O	O
;	O	O
2	O	O
.	O	O
487	O	O
)	O	O
Wanted	O	O
pregnancy0	O	O
.	O	O
960	O	O
.	O	O
821	O	O
.	O	O
611	O	O
.	O	O
480	O	O
.	O	O
961	O	O
.	O	O
49	O	O
(	O	O
0	O	O
.	O	O
40	O	O
;	O	O
2	O	O
.	O	O
30	O	O
)(	O	O
0	O	O
.	O	O
32	O	O
;	O	O
2	O	O
.	O	O
08	O	O
)(	O	O
0	O	O
.	O	O
78	O	O
;	O	O
3	O	O
.	O	O
33	O	O
)(	O	O
0	O	O
.	O	O
71	O	O
;	O	O
3	O	O
.	O	O
09	O	O
)(	O	O
0	O	O
.	O	O
40	O	O
;	O	O
2	O	O
.	O	O
30	O	O
)(	O	O
0	O	O
.	O	O
68	O	O
;	O	O
3	O	O
.	O	O
26First	O	O
birth1	O	O
.	O	O
3540	O	O
.	O	O
9470	O	O
.	O	O
9130	O	O
.	O	O
8982	O	O
.	O	O
0361	O	O
.	O	O
79	O	O
(	O	O
0	O	O
.	O	O
706	O	O
;	O	O
2	O	O
.	O	O
599	O	O
)(	O	O
0	O	O
.	O	O
474	O	O
;	O	O
1	O	O
.	O	O
891	O	O
)(	O	O
0	O	O
.	O	O
519	O	O
;	O	O
1	O	O
.	O	O
604	O	O
)(	O	O
0	O	O
.	O	O
506	O	O
;	O	O
1	O	O
.	O	O
593	O	O
)(	O	O
1	O	O
.	O	O
128	O	O
;	O	O
3	O	O
.	O	O
673	O	O
)(	O	O
0	O	O
.	O	O
98	O	O
;	O	O
3	O	O
.	O	O
26	O	O
)≤	O	O
4	O	O
pregnancy	O	O
registration	O	O
3	O	O
.	O	O
763	O	O
.	O	O
41	O	O
1	O	O
.	O	O
070	O	O
.	O	O
920	O	O
.	O	O
482	O	O
.	O	O
02	O	O
(	O	O
1	O	O
.	O	O
19	O	O
;	O	O
11	O	O
.	O	O
89	O	O
)(	O	O
1	O	O
.	O	O
05	O	O
;	O	O
11	O	O
.	O	O
14	O	O
)	O	O
(	O	O
0	O	O
.	O	O
52	O	O
;	O	O
2	O	O
.	O	O
24	O	O
)(	O	O
0	O	O
.	O	O
48	O	O
;	O	O
1	O	O
.	O	O
93	O	O
)(	O	O
0	O	O
.	O	O
22	O	O
;	O	O
1	O	O
.	O	O
05	O	O
)(	O	O
0	O	O
.	O	O
91	O	O
;	O	O
4	O	O
.	O	O
46	O	O
)	O	O
No	O	O
.	O	O

Improved	O	O
human	O	O
exposure	O	O
data	O	O
could	O	O
be	O	O
collected	O	O
and	O	O
used	O	O
to	O	O
facilitate	O	O
the	O	O
use	O	O
of	O	O
more	O	O
relevant	O	O
doses	O	O
,	O	O
routes	O	O
of	O	O
administration	O	O
,	O	O
metabolites	O	O
and	O	O
mixtures	O	O
.	O	O

In	O	O
Australia	O	O
and	O	O
New	O	O
Zealand	O	O
,	O	O
the	O	O
deficiency	O	O
cut	O	O
-	O	O
offs	O	O
are	O	O
based	O	O
on	O	O
the	O	O
role	O	O
of	O	O
vitamin	O	O
D	O	O
in	O	O
bone	O	O
health	O	O
where	O	O
serum	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
D	O	O
≥	O	O
50	O	O
nmol	O	O
/	O	O
L	O	O
at	O	O
the	O	O
end	O	O
of	O	O
winter	O	O
is	O	O
required	O	O
for	O	O
optimal	O	O
musculoskeletal	O	O
health	O	O
[	O	O
1	O	O
].	O	O

There	O	O
were	O	O
194	O	O
children	O	O
who	O	O
participated	O	O
in	O	O
the	O	O
follow	O	O
-	O	O
up	O	O
study	O	O
(	O	O
55	O	O
%	O	O
of	O	O
the	O	O
original	O	O
cohort	O	O
),	O	O
but	O	O
blood	O	O
samples	O	O
were	O	O
obtained	O	O
from	O	O
133	O	O
of	O	O
those	O	O
children	O	O
.	O	O

Evidence	O	O
suggests	O	O
that	O	O
vitamin	O	O
D	O	O
deficiency	O	O
is	O	O
associated	O	O
with	O	O
a	O	O
number	O	O
of	O	O
pregnancy	O	O
complications	O	O
including	O	O
preeclampsia	O	O
(	O	O
PE	O	O
),	O	O
gestational	O	O
diabetes	O	O
mellitus	O	O
(	O	O
GDM	O	O
)	O	O
and	O	O
spontaneous	O	O
preterm	O	O
birth	O	O
(	O	O
sPTB	O	O
)	O	O
[	O	O
2	O	O
–	O	O
4	O	O
].	O	O

Future	O	O
research	O	O
is	O	O
needed	O	O
to	O	O
determine	O	O
whether	B	B
differences	O	O
in	O	O
postnatal	O	O
feeding	O	O
behaviors	O	O
might	O	O
explain	O	O
differential	O	O
growth	O	O
rates	O	O
in	O	O
offspring	O	O
of	O	O
normal	O	O
weight	O	O
and	O	O
overweight	O	O
/	O	O
obese	O	O
mothers	O	O
.	O	O

Depression	O	O
scores	O	O
were	O	O
measured	O	O
three	O	O
days	O	O
after	O	O
childbirth	O	O
using	O	O
a	O	O
questionnaire	O	O
based	O	O
on	O	O
the	O	O
Edinburgh	O	O
Postnatal	O	O
Depression	O	O
scale	O	O
(	O	O
EPDS	O	O
)	O	O
[	O	O
33	O	O
].	O	O

Caption	O	O
(	O	O
FIG	O	O
):	O	O
FIG	O	O
.	O	O

Thyroid	O	O
hormones	O	O
(	O	O
THs	O	O
)	O	O
are	O	O
well	O	O
known	O	O
mediators	O	O
of	O	O
overall	O	O
energy	O	O
expenditure	O	O
(	O	O
Klieverik	O	O
et	O	O
al	O	O
.,	O	O
2009	O	O
).	O	O

These	O	O
disparities	B	B
may	O	O
have	O	O
been	O	O
due	O	O
to	O	O
the	O	O
use	O	O
of	O	O
different	B	B
routes	O	O
of	O	O
administration	O	O
and	O	O
variations	O	O
in	O	O
rat	O	O
strains	O	O
/	O	O
stocks	O	O
.	O	O

Pregnant	O	O
women	O	O
in	O	O
the	O	O
Buea	O	O
Health	O	O
District	O	O
have	O	O
different	O	O
knowledge	O	O
about	O	O
ANC	O	O
which	O	O
varies	O	O
significantly	O	O
among	O	O
the	O	O
pregnancy	O	O
groups	O	O
,	O	O
number	O	O
of	O	O
visits	O	O
and	O	O
age	O	O
.	O	O

Hence	O	O
,	O	O
pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
appears	O	O
to	O	O
be	O	O
a	O	O
determining	O	O
factor	O	O
in	O	O
creating	O	O
the	O	O
difference	O	O
and	O	O
the	O	O
amount	O	O
of	O	O
maternal	O	O
plasma	O	O
visfatin	O	O
during	O	O
pregnancy	O	O
,	O	O
which	O	O
can	O	O
predict	O	O
maternal	O	O
serum	O	O
visfatin	O	O
and	O	O
neonatal	O	O
and	O	O
maternal	O	O
outcomes	O	O
.	O	O

The	O	O
services	O	O
offered	O	O
were	O	O
acceptable	O	O
in	B	B
contrast	I	I
with	O	O
observations	O	O
from	O	O
other	B	B
studies	O	O
in	O	O
Sub	O	O
-	O	O
Saharan	O	O
countries	O	O
such	O	O
as	O	O
in	O	O
Uganda	O	O
by	O	O
Cham	O	O
et	O	O
al	O	O
[	O	O
27	O	O
]	O	O
and	O	O
that	O	O
by	O	O
van	O	O
Eijket	O	O
al	O	O
[	O	O
4	O	O
]	O	O
in	O	O
Kenya	O	O
where	O	O
for	O	O
example	O	O
,	O	O
urine	O	O
and	O	O
serological	O	O
tests	O	O
are	O	O
not	O	O
routinely	O	O
done	O	O
.	O	O

The	O	O
first	O	O
sign	O	O
is	O	O
a	O	O
rise	O	O
in	O	O
the	O	O
ratio	O	O
of	O	O
calcium	O	O
to	O	O
creatinine	O	O
in	O	O
the	O	O
urine	O	O
,	O	O
which	O	O
precedes	O	O
hypercalcemia	O	O
.	O	O

In	O	O
subsets	O	O
of	O	O
the	O	O
cohort	O	O
with	O	O
complete	O	O
data	O	O
for	O	O
paternal	O	O
(	O	O
respectively	O	O
,	O	O
maternal	O	O
)	O	O
free	O	O
sugar	O	O
intake	O	O
after	O	O
pregnancy	O	O
,	O	O
no	O	O
association	O	O
was	O	O
found	O	O
between	O	O
paternal	O	O
(	O	O
respectively	O	O
,	O	O
maternal	O	O
)	O	O
free	O	O
sugar	O	O
intake	O	O
after	O	O
pregnancy	O	O
and	O	O
childhood	O	O
atopy	O	O
or	O	O
atopic	O	O
asthma	O	O
.	O	O

Study	O	O
Protocol	O	O
Health	O	O
History	O	O
Information	O	O
During	O	O
the	O	O
yearly	O	O
visits	O	O
,	O	O
5	O	O
-	O	O
mL	O	O
of	O	O
whole	O	O
blood	O	O
were	O	O
obtained	O	O
by	O	O
venous	O	O
puncture	O	O
,	O	O
and	O	O
the	O	O
child	O	O
’	O	O
s	O	O
health	O	O
status	O	O
,	O	O
medication	O	O
usage	O	O
,	O	O
and	O	O
hospitalization	O	O
history	O	O
were	O	O
assessed	O	O
by	O	O
both	O	O
standardized	O	O
questionnaires	O	O
completed	O	O
by	O	O
a	O	O
parent	O	O
of	O	O
each	O	O
child	O	O
and	O	O
the	O	O
child	O	O
’	O	O
s	O	O
medical	O	O
records	O	O
.	O	O

Women	O	O
were	O	O
recruited	O	O
at	O	O
the	O	O
time	O	O
of	O	O
their	O	O
first	O	O
prenatal	O	O
visit	O	O
from	O	O
one	O	O
of	O	O
six	O	O
obstetric	O	O
offices	O	O
serving	O	O
a	O	O
socioeconomic	O	O
and	O	O
ethnically	O	O
diverse	O	O
population	O	O
in	O	O
Providence	O	O
,	O	O
RI	O	O
from	O	O
2006	O	O
to	O	O
2008	O	O
.	O	O

Evidence	O	O
-	O	O
based	O	O
preventive	O	O
treatment	O	O
options	O	O
for	O	O
iron	O	O
deficiency	O	O
anaemia	O	O
in	O	O
pregnancy	O	O
include	O	O
prophylaxis	O	O
iron	O	O
supplements	O	O
and	O	O
food	O	O
fortification	O	O
with	O	O
iron	O	O
.	O	O

One	O	O
possibility	O	O
that	O	O
emerges	O	O
from	O	O
our	O	O
data	O	O
is	O	O
that	O	O
male	O	O
offspring	O	O
can	O	O
increase	O	O
their	O	O
body	O	O
weight	O	O
by	O	O
either	B	B
a	O-	O-
reduction	O-	O-
of	O-	O-
energy	O-	O-
expenditure	O-	O-
or	I	I
higher	O	O-
metabolism	O	O
efficiency	O	O
.	O	O

This	O	O
sample	O	O
would	O	O
allow	O	O
detection	O	O
of	O	O
a	O	O
22	O	O
%	O	O
relative	O	O
difference	O	O
between	O	O
treatment	O	O
groups	O	O
with	O	O
80	O	O
%	O	O
power	O	O
.	O	O

Whenever	B	B
possible	O	O
,	O	O
surgery	O	O
should	O	O
be	O	O
carried	O	O
out	O	O
during	O	O
the	O	O
second	O	O
trimester	O	O
or	O	O
after	O	O
delivery	O	O
,	O	O
as	O	O
for	O	O
newly	O	O
diagnosed	O	O
thyroid	O	O
cancer	O	O
.	O	O

There	O	O
were	O	O
post	O	O
-	O	O
natal	O	O
lectures	O	O
on	O	O
the	O	O
immediate	O	O
care	O	O
of	O	O
the	O	O
newborn	O	O
and	O	O
breastfeeding	O	O
.	O	O

Correlation	O	O
between	O	O
continuous	O	O
T1	O	O
25OHD	O	O
and	O	O
continuous	O	O
change	O	O
in	O	O
25OHD	O	O
was	O	O
low	O	O
(	O	O
r	O	O
=	O	O
−	O	O
0	O	O
.	O	O
22	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
and	O	O
it	O	O
was	O	O
therefore	O	O
considered	O	O
acceptable	O	O
to	O	O
include	O	O
both	O	O
variables	O	O
in	O	O
the	O	O
same	O	O
model	O	O
.	O	O

Three	O	O
factors	O	O
were	O	O
retained	O	O
,	O	O
based	O	O
on	O	O
the	O	O
screen	O	O
plot	O	O
,	O	O
an	O	O
eigenvalue	O	O
of	O	O
more	O	O
than	O	O
1	O	O
.	O	O
9	O	O
,	O	O
and	O	O
the	O	O
interpretability	O	O
of	O	O
the	O	O
derived	O	O
factors	O	O
and	O	O
of	O	O
the	O	O
earlier	O	O
literature	O	O
.	O	O

Methods	O	O
/	O	O
design	O	O
The	O	O
effect	O	O
of	O	O
the	O	O
early	O	O
use	O	O
of	O	O
iron	O	O
-	O	O
folic	O	O
acid	O	O
supplements	O	O
on	O	O
neonatal	O	O
mortality	O	O
will	O	O
be	O	O
examined	O	O
using	O	O
a	O	O
community	O	O
based	O	O
,	O	O
cluster	O	O
randomised	O	O
controlled	O	O
trial	O	O
in	O	O
five	O	O
districts	O	O
with	O	O
30	O	O
,	O	O
000	O	O
live	O	O
births	O	O
.	O	O

Conversely	B	B
,	O	O
the	O	O
two	O	O
studies	O	O
by	O	O
Oken	O	O
et	O	O
al	O	O
.	O	O

It	O	O
would	O	O
not	O	O
be	O	O
possible	O	O
however	O	O
to	O	O
relate	O	O
such	O	O
levels	O	O
to	O	O
prenatal	O	O
exposure	O	O
.	O	O

Results	O	O
Approximately	O	O
5	O	O
.	O	O
3	O	O
%	O	O
of	O	O
the	O	O
study	O	O
cohort	O	O
developed	O	O
gestational	O	O
diabetes	O	O
mellitus	O	O
(	O	O
68	O	O
of	O	O
1	O	O
,	O	O
290	O	O
).	O	O

Mean	O	O
LINE	O	O
-	O	O
1	O	O
and	O	O
AluYb8	O	O
methylation	O	O
levels	O	O
were	O	O
also	O	O
found	O	O
to	O	O
be	O	O
weakly	O	O
to	O	O
moderately	O	O
correlated	O	O
,	O	O
with	O	O
a	O	O
Pearson	O	O
correlation	O	O
of	O	O
0	O	O
.	O	O
29	O	O
[	O	O
95	O	O
%	O	O
confidence	O	O
interval	O	O
(	O	O
CI	O	O
):	O	O
0	O	O
.	O	O
20	O	O
,	O	O
0	O	O
.	O	O
38	O	O
].	O	O

Investigation	O	O
of	O	O
the	O	O
vitamin	O	O
D	O	O
nutritional	O	O
status	O	O
in	O	O
women	O	O
with	O	O
gestational	O	O
diabetes	O	O
mellitus	O	O
in	O	O
Beijing	O	O
Abstract	O	O
Background	O	O
Vitamin	O	O
D	O	O
deficiency	O	O
is	O	O
a	O	O
common	O	O
issue	O	O
,	O	O
which	O	O
has	O	O
relation	O	O
with	O	O
GDM	O	O
,	O	O
during	O	O
the	O	O
pregnant	O	O
period	O	O
.	O	O

Moreover	O	O
,	O	O
the	O	O
outcomes	O	O
of	O	O
the	O	O
present	O	O
study	O	O
enhance	O	O
the	O	O
importance	O	O
of	O	O
the	O	O
periconceptional	O	O
period	O	O
as	O	O
well	O	O
as	O	O
the	O	O
role	O	O
of	O	O
maternal	O	O
diet	O	O
in	O	O
the	O	O
early	O	O
life	O	O
programming	O	O
,	O	O
due	O	O
to	O	O
the	O	O
fact	O	O
that	O	O
the	O	O
maternal	O	O
undernutrition	O	O
was	O	O
implemented	O	O
before	O	O
mating	O	O
and	O	O
offspring	O	O
were	O	O
raised	O	O
in	O	O
an	O	O
ad	O	O
libitum	O	O
standard	O	O
feeding	O	O
.	O	O

c	O	O
Linear	O	O
model	O	O
associations	O	O
between	O	O
maternal	O	O
aMED	O	O
score	O	O
and	O	O
relative	O	O
abundance	O	O
of	O	O
infant	O	O
stool	O	O
OTUs	O	O
.	O	O

PRECIS	O	O
:	O	O
We	O	O
measured	O	O
the	O	O
serum	O	O
visfatin	O	O
level	O	O
in	O	O
pregnancy	O	O
,	O	O
and	O	O
assess	O	O
its	O	O
relationship	O	O
with	O	O
the	O	O
children	O	O
’	O	O
s	O	O
anthropometric	O	O
markers	O	O
,	O	O
to	O	O
determine	O	O
if	B	B
it	O	O
can	O	O
be	O	O
used	O	O
as	O	O
biomarker	O	O
.	O	O

Physical	O	O
Examination	O	O
Physical	O	O
examination	O	O
revealed	O	O
an	O	O
overweight	O	O
female	O	O
appearing	O	O
her	O	O
stated	O	O
age	O	O
of	O	O
41	O	O
years	O	O
in	O	O
moderate	O	O
distress	O	O
secondary	O	O
to	O	O
chest	O	O
pain	O	O
and	O	O
nausea	O	O
.	O	O

Two	O	O
weeks	O	O
before	O	O
mating	O	O
female	O	O
rats	O	O
were	O	O
exposed	O	O
to	O	O
20	O	O
%	O	O
caloric	O	O
restriction	O	O
up	O	O
to	O	O
the	O	O
gestational	O	O
day	O	O
20	O	O
(	O	O
GD20	O	O
).	O	O

Nimitphong	O	O
et	O	O
al	O	O
.	O	O

Briefly	O	O
,	O	O
vitamin	O	O
D	O	O
concentrations	O	O
were	O	O
standardized	O	O
by	O	O
taking	O	O
the	O	O
difference	O	O
of	O	O
25	O	O
(	O	O
OH	O	O
)	O	O
