TOKEN	PREDICTED
,	O
they	O
suggest	O
that	O
the	O
concept	O
of	O
GI	O
is	O
valid	O
in	O
pregnancy	O
,	O
and	O
it	O
would	O
be	O
appropriate	O
to	O
recommend	O
low	O
GI	O
carbohydrate	O
to	O
women	O
with	O
GDM	O
.	O

The	O
average	O
number	O
of	O
visits	O
to	O
the	O
general	O
practitioner	O
was	O
4	O
.	O
8	O
±	O
2	O
.	O
54	O
.	O

The	O
RV	O
diet	O
has	O
2	O
mg	O
/	O
kg	O
of	O
folate	O
.	O

Therefore	O
,	O
it	O
is	O
crucial	O
to	O
monitor	O
the	O
homocysteine	O
levels	O
in	O
body	O
fluids	O
of	O
autistic	O
children	O
.	O

Each	O
adult	O
egg	O
-	O
laying	O
hen	O
consumes	O
100	O
–	O
115	O
g	O
/	O
day	O
feeds	O
fortified	O
with	O
1600	O
IU	O
/	O
kg	O
Vitamin	O
D	O
(	O
both	O
Vitamin	O
D2	O
and	O
Vitamin	O
D3	O
),	O
as	O
indicated	O
by	O
Chinese	O
nutrition	O
standards	O
for	O
feeding	O
egg	O
-	O
laying	O
hens	O
.	O

Caption	O
(	O
BOXED	O
-	O
TEXT	O
)	O
Box	O
2	O
.	O

Body	O
weight	O
was	O
measured	O
at	O
birth	O
and	O
weaning	O
,	O
and	O
weight	O
gain	O
was	O
calculated	O
weekly	O
from	O
0	O
–	O
29	O
weeks	O
post	O
-	O
weaning	O
.	O

Diagnosis	O
of	O
Allergy	O
During	O
Pregnancy	O
The	O
diagnosis	O
of	O
allergy	O
in	O
pregnant	O
women	O
should	O
focus	O
on	O
a	O
detailed	O
medical	O
history	O
and	O
symptom	O
analysis	O
.	O

In	O
addition	O
,	O
high	O
IMF	O
deposition	O
may	O
negatively	O
affect	O
YG	O
(	O
or	O
retail	O
beef	O
yield	O
).	O

Participants	O
and	O
Procedures	O
Participants	O
were	O
offspring	O
of	O
women	O
recruited	O
into	O
the	O
Fit	O
for	O
Delivery	O
study	O
,	O
a	O
clinical	O
trial	O
that	O
examined	O
the	O
effects	O
of	O
a	O
lifestyle	O
intervention	O
to	O
reduce	O
excessive	O
GWG	O
in	O
normal	O
weight	O
and	O
overweight	O
/	O
obese	O
women	O
(	O
Clinical	O
Trials	O
no	O
.	O

For	O
the	O
microarray	O
experiments	O
individual	O
biotin	O
-	O
labeled	O
cRNA	O
was	O
synthesised	O
by	O
the	O
Gene	O
Chip	O
3	O
'	O
Express	O
Kit	O
(	O
Affymetrix	O
,	O
Santa	O
Clara	O
,	O
CA	O
,	O
USA	O
).	O

More	O
of	O
the	O
women	O
taking	O
the	O
weekly	O
dose	O
were	O
mildly	O
anemic	O
(	O
with	O
hemoglobin	O
levels	O
shown	O
not	O
to	O
carry	O
any	O
risk	O
for	O
mothers	O
and	O
infants	O
)	O
compared	O
with	O
the	O
women	O
taking	O
the	O
daily	O
dose	O
.	O

Recruitment	O
and	O
consent	O
of	O
women	O
In	O
the	O
intervention	O
clusters	O
,	O
SSs	O
will	O
make	O
systematic	O
door	O
-	O
to	O
-	O
door	O
visits	O
to	O
identify	O
new	O
pregnancies	O
through	O
menstrual	O
cycle	O
tracking	O
of	O
all	O
women	O
of	O
reproductive	O
age	O
.	O

Information	O
of	O
the	O
single	O
datasets	O
are	O
stored	O
using	O
anonymous	O
IDs	O
.	O

Although	O
not	O
significant	O
,	O
a	O
negative	O
trend	O
was	O
seen	O
between	O
the	O
number	O
of	O
infections	O
a	O
child	O
experienced	O
and	O
cathelicidin	O
concentration	O
.	O

We	O
compared	O
baseline	O
characteristics	O
and	O
the	O
distribution	O
of	O
our	O
prestated	O
confounders	O
for	O
intervention	O
and	O
placebo	O
groups	O
.	O

Decreasing	O
slaughter	O
age	O
may	O
be	O
better	O
for	O
reducing	O
production	O
costs	O
when	O
feed	O
prices	O
are	O
high	O
.	O

For	O
instance	O
,	O
different	O
polyunsaturated	O
fatty	O
acids	O
(	O
PUFAs	O
)	O
have	O
been	O
shown	O
to	O
differently	O
influence	O
the	O
outcome	O
of	O
eczema	O
in	O
the	O
child	O
.	O

Rather	O
than	O
basing	O
the	O
need	O
for	O
insulin	O
on	O
glycemic	O
parameters	O
alone	O
,	O
some	O
have	O
advocated	O
the	O
combined	O
use	O
of	O
ultrasound	O
assessment	O
of	O
fetal	O
abdominal	O
circumference	O
in	O
combination	O
with	O
blood	O
glucose	O
levels	O
.	O

Reactive	O
oxygen	O
species	O
are	O
also	O
proposed	O
to	O
stimulate	O
the	O
production	O
of	O
alpha	O
-	O
ketoglutarate	O
,	O
a	O
co	O
-	O
substrate	O
for	O
TETs	O
and	O
one	O
of	O
the	O
two	O
main	O
classes	O
of	O
histone	O
demethylases	O
(	O
Chervona	O
&	O
Costa2012	O
;	O
Ruiz	O
-	O
Hernandez	O
et	O
al	O
.	O
2015	O
).	O

Results	O
Figure	O
1outlines	O
the	O
flow	O
of	O
participants	O
.	O

They	O
are	O
listed	O
in	O
the	O
table	O
footnotes	O
.	O

The	O
focus	B
was	O
on	O
those	O
canonical	O
pathways	O
which	O
came	O
up	O
at	O
least	O
once	O
within	O
the	O
top	O
ten	O
regulated	O
pathways	O
within	O
one	O
single	O
analysis	O
.	O

Specifically	O
,	O
POU2F1	O
binding	O
sites	O
were	O
overrepresented	O
among	O
loci	O
associated	O
with	O
both	O
LINE	O
-	O
1	O
and	O
AluYb8	O
extent	O
.	O

Spearman	O
Rank	O
correlation	O
test	O
showed	O
a	O
negative	O
significant	O
relationship	O
between	O
second	O
trimester	O
visfatin	O
level	O
and	O
birth	O
height	O
(	O
p	O
=	O
0	O
.	O
015	O
,	O
r	O
=-	O
0	O
.	O
523	O
)	O
in	O
group	O
B	O
(	O
Table	O
2	O
).	O

Multiple	O
regression	O
analyses	O
were	O
then	O
conducted	O
to	O
determine	O
the	O
most	O
robust	O
set	O
of	O
predictors	O
of	O
offspring	O
weight	O
parameters	O
after	O
adjustment	O
for	O
treatment	O
group	O
,	O
infant	O
sex	O
,	O
recruitment	O
clinic	O
,	O
weeks	O
of	O
gestation	O
at	O
delivery	O
,	O
and	O
breastfeeding	O
(	O
in	O
6	O
-	O
month	O
analyses	O
).	O

Implications	O
for	O
regulatory	O
toxicology	O
and	O
intervention	O
All	O
the	O
previous	O
considerations	O
are	O
vital	O
for	O
effective	O
regulatory	O
toxicology	O
and	O
potential	O
intervention	O
.	O

The	O
data	O
were	O
analyzed	O
using	O
the	O
SPSS	O
statistical	O
software	O
(	O
v	O
.	O
16	O
).	O

They	O
did	O
not	O
differ	O
concerning	O
the	O
two	O
above	O
-	O
mentioned	O
variables	O
,	O
P	O
=	O
0	O
.	O
09	O
and	O
p	O
=	O
0	O
.	O
13	O
,	O
respectively	O
.	O

The	O
persistence	O
of	O
the	O
relationship	O
between	O
postpartum	O
maternal	O
serum	O
visfatin	O
levels	O
and	O
anthropometric	O
indicators	O
can	O
be	O
attributed	O
to	O
excretion	O
of	O
visfatin	O
in	O
mother	O
’	O
s	O
milk	O
,	O
which	O
was	O
confirmed	O
by	O
Bienertová	O
-	O
Vašků	O
et	O
al	O
.(	O
25	O
).	O

In	O
LGA	O
infants	O
,	O
hyperinsulinemia	O
in	O
fetal	O
period	O
leads	O
to	O
fetal	O
macrosomia	O
(	O
14	O
).	O

Streptococcus	O
agalactiae	O
is	O
known	O
to	O
infect	O
farmed	O
fish	O
populations	O
[	O
10	O
],	O
and	O
fishmongers	O
have	O
presented	O
with	O
infections	O
of	O
Streptococcus	O
iniae	O
related	O
to	O
fish	O
handling	O
[	O
11	O
].	O

Season	O
was	O
coded	O
as	O
a	O
binary	O
variable	O
,	O
since	O
this	O
explained	O
30	O
%	O
of	O
vitamin	O
D	O
status	O
in	O
a	O
previous	O
study	O
in	O
pregnant	O
women	O
at	O
the	O
same	O
latitude	O
[	O
16	O
].	O

The	O
median	O
serum	O
25	O
-	O
hydroxyvitamin	O
D	O
[	O
25	O
-(	O
OH	O
)	O
D	O
]	O
concentration	O
was	O
significantly	O
lower	O
in	O
the	O
first	O
trimester	O
(	O
20	O
.	O
4	O
ng	O
/	O
ml	O
)	O
than	O
in	O
third	O
trimester	O
(	O
22	O
.	O
7	O
ng	O
/	O
ml	O
).	O

The	O
importance	O
of	O
effective	O
3	O
-	O
way	O
communication	O
among	O
the	O
patient	O
,	O
asthma	O
specialist	O
,	O
and	O
obstetrician	O
cannot	O
be	O
overemphasized	O
.	O

There	O
has	O
been	O
considerable	O
research	O
interest	O
in	O
the	O
provision	O
of	O
antenatal	O
dietary	O
interventions	O
during	O
pregnancy	O
to	O
limit	O
weight	O
gain	O
and	O
improve	O
pregnancy	O
and	O
birth	O
outcomes	O
for	O
women	O
and	O
their	O
infants	O
.	O

Student	O
’	O
s	O
t	O
test	O
was	O
used	O
to	O
compare	O
the	O
difference	O
in	O
serum	O
25	O
-	O
OH	O
Vitamin	O
D	O
between	O
the	O
two	O
groups	O
.	O

A	O
wide	O
range	O
of	O
services	O
encompassing	O
supplementary	O
nutrition	O
;	O
immunization	O
services	O
;	O
health	O
check	O
-	O
ups	O
for	O
children	O
less	O
than	O
six	O
years	O
of	O
age	O
;	O
antenatal	O
care	O
of	O
expectant	O
mothers	O
and	O
postnatal	O
care	O
of	O
nursing	O
mothers	O
;	O
referral	O
services	O
to	O
the	O
beneficiaries	O
who	O
are	O
in	O
the	O
need	O
of	O
prompt	O
medical	O
attention	O
;	O
non	O
-	O
formal	O
pre	O
-	O
school	O
education	O
for	O
children	O
in	O
the	O
3	O
-	O
6	O
years	O
age	O
group	O
;	O
and	O
nutrition	O
&	O
health	O
education	O
especially	O
for	O
the	O
women	O
in	O
the	O
15	O
-	O
45	O
years	O
age	O
group	O
are	O
provided	O
to	O
the	O
beneficiaries	O
(	O
4	O
,	O
5	O
).	O

Clinically	O
-	O
relevant	O
trends	O
were	O
seen	O
in	O
changes	O
in	O
medication	O
requirements	O
;	O
the	O
percentage	O
of	O
women	O
requiring	O
pharmacologic	O
treatment	O
decreased	O
from	O
31	O
.	O
1	O
%	O
to	O
26	O
.	O
9	O
%.	O

The	O
emulsifier	O
PROSOL	O
(	O
sodium	O
stearoyl	O
-	O
2	O
-	O
lactylate	O
)	O
increases	O
IMF	O
deposition	O
and	O
QG	O
in	O
Korean	O
cattle	O
[	O
108	O
].	O

This	O
may	O
be	O
an	O
early	O
indicator	O
of	O
placental	O
insufficiency	O
.	O

Stata	O
Statistical	O
Software	O
:	O
Release	O
14	O
.	O

Similarly	O
,	O
histone	O
acetylases	O
require	O
the	O
co	O
-	O
substrate	O
acetyl	O
-	O
CoA	O
,	O
and	O
altered	O
glycolytic	O
production	O
of	O
acetyl	O
-	O
CoA	O
can	O
lead	O
to	O
changes	O
in	O
histone	O
acetylation	O
(	O
Wellen	O
et	O
al	O
.	O
2009	O
;	O
Moussaieff	O
et	O
al	O
.	O
2015	O
).	O

The	O
child	O
was	O
treated	O
with	O
600	O
,	O
000	O
IU	O
of	O
oral	O
vitamin	O
D	O
and	O
discharged	O
on	O
maintenance	O
doses	O
of	O
calcium	O
gluconate	O
and	O
800	O
IU	O
of	O
oral	O
vitamin	O
D	O
daily	O
for	O
3	O
months	O
.	O

We	O
used	O
targeted	O
sequencing	O
of	O
the	O
16S	O
rRNA	O
V4	O
-	O
V5	O
hypervariable	O
region	O
to	O
characterize	O
infant	O
gut	O
microbiota	O
.	O

Evidence	O
-	O
Based	O
Preventive	O
Treatment	O
Options	O
3	O
.	O
2	O
.	O
1	O
.	O

In	O
various	O
human	O
and	O
animal	O
studies	O
a	O
gestational	O
low	O
protein	O
intake	O
during	O
pregnancy	O
was	O
accompanied	O
by	O
low	O
birth	O
weight	O
offspring	O
,	O
which	O
was	O
subsequently	O
predisposed	O
for	O
metabolic	O
disorders	O
and	O
alterations	O
in	O
body	O
composition	O
[	O
6	O
,	O
8	O
-	O
10	O
].	O

The	O
husband	O
has	O
been	O
shown	O
to	O
play	O
a	O
significant	O
role	O
in	O
determining	O
the	O
choice	O
of	O
ANC	O
site	O
by	O
the	O
woman	O
in	O
a	O
Nigerian	O
[	O
19	O
]	O
and	O
Ugandan	O
study	O
[	O
20	O
]	O
where	O
they	O
accounted	O
for	O
43	O
%	O
and	O
32	O
%	O
of	O
all	O
recommendations	O
respectively	O
.	O

The	O
use	O
of	O
supplements	O
during	O
pregnancy	O
varies	O
widely	O
between	O
countries	O
.	O

[	O
16	O
]	O
Charatcharoen	O
-	O
witthaya	O
et	O
al	O
.	O

We	O
also	O
report	O
unadjusted	O
estimates	O
for	O
analyses	O
and	O
analyses	O
further	O
adjusted	O
for	O
infant	O
age	O
at	O
sample	O
collection	O
in	O
the	O
supplemental	O
information	O
.	O

Data	O
collection	O
tools	O
In	O
this	O
study	O
,	O
we	O
used	O
the	O
Edinburgh	O
Postnatal	O
Depression	O
scale	O
(	O
EPDS	O
)	O
in	O
order	O
to	O
evaluate	O
depression	O
levels	O
.	O

Post	O
-	O
intervention	O
,	O
significantly	O
more	O
women	O
(	O
50	O
.	O
6	O
%)	O
received	O
best	O
-	O
practice	O
care	O
(	O
2	O
+	O
reviews	O
)	O
(	O
p	O
=	O
0	O
.	O
02	O
).	O

A	O
considerable	O
amount	O
of	O
glucose	O
is	O
absorbed	O
from	O
the	O
small	O
intestine	O
when	O
high	O
-	O
starch	O
diets	O
are	O
fed	O
,	O
especially	O
during	O
the	O
beef	O
cattle	O
fattening	O
period	O
.	O

Analyses	O
were	O
conducted	O
separately	O
for	O
normal	O
weight	O
and	O
overweight	O
/	O
obese	O
women	O
,	O
given	O
the	O
observed	O
difference	O
in	O
impact	O
of	O
the	O
lifestyle	O
treatment	O
on	O
GWG	O
[	O
16	O
]	O
and	O
effects	O
of	O
maternal	O
prepregnancy	O
weight	O
on	O
offspring	O
weight	O
outcomes	O
[	O
31	O
].	O

Therefore	O
,	O
the	O
down	O
-	O
regulation	O
of	O
cell	O
cycle	O
regulating	O
pathways	O
might	O
lead	O
to	O
a	O
lengthened	O
cell	O
cycle	O
in	O
LP	O
fetuses	O
and	O
offspring	O
[	O
27	O
]	O
and	O
cumulate	O
in	O
growth	O
retardation	O
in	O
LP	O
fetuses	O
.	O

Exposure	O
to	O
such	O
an	O
intra	O
-	O
uterine	O
environment	O
potentially	O
creates	O
a	O
vicious	O
cycle	O
in	O
which	O
the	O
propensity	O
to	O
obesity	O
is	O
perpetuated	O
,	O
with	O
major	O
adverse	O
public	O
health	O
implications	O
[	O
11	O
,	O
12	O
],	O
and	O
implications	O
for	O
the	O
health	O
of	O
successive	O
generations	O
[	O
13	O
].	O

Even	O
in	O
adulthood	O
the	O
same	O
epigenetic	O
processes	O
drive	O
cell	O
proliferation	O
,	O
differentiation	O
,	O
function	O
and	O
adaptation	O
.	O

There	O
was	O
an	O
overall	O
significant	O
relationship	O
between	O
AluYb8	O
methylation	O
extent	O
and	O
bioinformatically	O
derived	O
CpG	O
class	O
methylation	O
(	O
p	O
<	O
0	O
.	O
0001	O
)	O
but	O
not	O
between	O
LINE	O
-	O
1	O
methylation	O
and	O
bioinformatically	O
derived	O
CpG	O
class	O
methylation	O
.	O

Thyroid	O
receptors	O
(	O
TRs	O
)	O
are	O
composed	O
of	O
several	O
isoforms	O
that	O
specifically	O
regulate	O
UCP1	O
expression	O
and	O
thermogenesis	O
.	O

Conclusion	O
In	O
the	O
present	B
study	I
,	O
it	O
was	O
observed	O
that	O
2000	O
IU	O
vitamin	O
D3per	O
day	O
for	O
at	O
least	O
8	O
weeks	O
during	O
late	O
pregnancy	O
,	O
can	O
be	O
effective	O
in	O
decreasing	O
perinatal	O
depression	O
levels	O
(	O
at	O
38	O
–	O
40	O
weeks	O
of	O
gestation	O
also	O
,	O
at	O
4	O
and	O
8	O
weeks	O
after	O
birth	O
).	O

In	O
addition	O
to	O
clinical	O
similarity	O
,	O
AAOC	O
could	O
be	O
misdiagnosed	O
as	O
PG	O
with	O
ossification	O
because	O
of	O
the	O
vascular	O
and	O
bony	O
growth	O
on	O
histology	O
.	O

When	O
considering	O
class	O
-	O
specific	O
relationships	O
,	O
a	O
positive	O
association	O
was	O
noted	O
between	O
AluYb8	O
methylation	O
and	O
methylation	O
of	O
CpGs	O
encompassing	O
the	O
low	O
to	O
intermediately	O
methylated	O
class	O
9	O
(	O
Figure	O
1	O
).	O

Women	O
were	O
recruited	O
at	O
the	O
time	O
of	O
their	O
first	O
prenatal	O
visit	O
from	O
one	O
of	O
six	O
obstetric	O
offices	O
serving	O
a	O
socioeconomic	O
and	O
ethnically	O
diverse	O
population	O
in	O
Providence	O
,	O
RI	O
from	O
2006	O
to	O
2008	O
.	O

Re	O
-	O
establishment	O
of	O
new	O
epigenetic	O
marks	O
then	O
redirects	O
and	O
drives	O
development	O
of	O
the	O
zygote	O
through	O
embryogenesis	O
and	O
ultimately	O
into	O
a	O
mature	O
adult	O
.	O

Caption	O
(	O
TABLE	O
-	O
WRAP	O
):	O
TABLE	O
3	O
Primary	O
Prevention	O
of	O
Asthma	O
and	O
Allergies	O
in	O
Early	O
LifePreventive	O
Measures	O
Smoking	O
and	O
exposure	O
to	O
environmental	O
tobacco	O
smoke	O
should	O
be	O
avoided	O
,	O
especially	O
during	O
pregnancy	O
and	O
early	O
childhood	O
Alcohol	O
consumption	O
should	O
be	O
avoided	O
by	O
the	O
mother	O
during	O
pregnancy	O
and	O
lactation	O
Damp	O
housing	O
conditions	O
should	O
be	O
avoided	O
and	O
indoor	O
air	O
pollutants	O
reduced	O
,	O
especially	O
for	O
high	O
-	O
risk	O
children	O
(	O
history	O
of	O
atopy	O
or	O
allergy	O
in	O
a	O
first	O
-	O
degree	O
relative	O
)	O
Breast	O
-	O
feeding	O
should	O
be	O
performed	O
exclusively	O
until	O
6	O
months	O
with	O
no	O
special	O
diet	O
for	O
the	O
lactating	O
mother	O
(	O
except	O
when	O
the	O
mother	O
is	O
already	O
diagnosed	O
with	O
food	O
allergy	O
)	O
Nonprescription	O
drugs	O
should	O
be	O
avoided	O
during	O
pregnancy	O
and	O
lactation	O
unless	O
recommended	O
by	O
a	O
physician	O
Smoking	O
and	O
Alcohol	O
Smoking	O
and	O
passive	O
exposure	O
to	O
cigarette	O
smoke	O
as	O
well	O
as	O
alcohol	O
consumption	O
should	O
be	O
strictly	O
avoided	O
.	O

The	O
country	O
is	O
undergoing	O
a	O
rapid	O
nutrition	O
transition	O
characterised	O
by	O
changes	O
in	O
dietary	O
patterns	O
and	O
nutrient	O
intake	O
alongside	O
urbanisation	O
[	O
19	O
,	O
20	O
],	O
which	O
has	O
resulted	O
in	O
a	O
growing	O
double	O
-	O
burden	O
of	O
under	O
-	O
and	O
over	O
-	O
nutrition	O
[	O
20	O
,	O
21	O
].	O

The	O
effect	O
appeared	O
to	O
be	O
transmitted	O
through	O
the	O
male	O
germ	O
line	O
,	O
with	O
altered	O
DNA	O
methylation	O
patterns	O
detected	O
in	O
the	O
testes	O
of	O
the	O
F1generation	O
and	O
the	O
sperm	O
of	O
the	O
F2and	O
F3generations	O
.	O

The	O
masked	O
radiographs	O
were	O
read	O
by	O
two	O
independent	O
paediatric	O
radiologists	O
(	O
based	O
at	O
the	O
Acute	O
Respiratory	O
Infections	O
Unit	O
of	O
the	O
Pakistan	O
Institute	O
of	O
Medical	O
Sciences	O
),	O
experienced	O
in	O
reading	O
paediatric	O
chest	O
radiographs	O
from	O
WHO	O
vaccine	O
trials	O
,	O
with	O
WHO	O
proformas	O
for	O
standardised	O
interpretation	O
of	O
paediatric	O
chest	O
radiographs	O
for	O
the	O
diagnosis	O
of	O
pneumonia	O
.	O
17In	O
case	O
of	O
disagreement	O
,	O
radiographs	O
were	O
read	O
by	O
a	O
third	O
independent	O
radiologist	O
and	O
most	O
decisions	O
were	O
accepted	O
.	O

The	O
average	O
intake	O
of	O
food	O
items	O
from	O
the	O
FFQ	O
were	O
converted	O
into	O
average	O
intake	O
of	O
energy	O
and	O
nutrients	O
by	O
linkage	O
to	O
the	O
database	O
of	O
nutrients	O
created	O
by	O
the	O
Swedish	O
National	O
Food	O
Administration	O
[	O
27	O
].	O

A	O
review	O
of	O
the	O
literature	O
revealed	O
a	O
paucity	O
of	O
published	O
cases	O
describing	O
the	O
successful	O
,	O
emergent	O
repair	O
of	O
acute	O
type	O
A	O
aortic	O
dissections	O
in	O
third	O
-	O
trimester	O
gravid	O
patients	O
.	O

Immunotherapy	O
may	O
be	O
continued	O
as	O
maintenance	O
treatment	O
but	O
should	O
not	O
be	O
initiated	O
during	O
pregnancy	O
.	O

As	O
with	O
the	O
trials	O
in	O
the	O
older	O
children	O
,	O
giving	O
higher	O
doses	O
of	O
vitamin	O
D	O
,	O
25	O
,	O
34we	O
too	O
did	O
not	O
record	O
any	O
adverse	O
effects	O
associated	O
with	O
vitamin	O
D	O
supplementation	O
.	O

Further	O
research	O
is	O
necessary	O
to	O
differentiate	O
between	O
the	O
underlying	O
obstetric	O
complications	O
that	O
lead	O
to	O
the	O
eventual	O
use	O
of	O
induction	O
and	O
their	O
respective	O
potential	O
association	O
with	O
autism	O
[	O
52	O
].	O

They	O
include	O
epigenetic	O
regulation	O
(	O
Nijland	O
et	O
al	O
.,	O
2010	O
;	O
Martinez	O
et	O
al	O
.,	O
2014	O
),	O
leptin	O
signaling	O
(	O
Yura	O
et	O
al	O
.,	O
2005	O
;	O
Palou	O
et	O
al	O
.,	O
2010	O
),	O
hypothalamic	O
development	O
(	O
Sebert	O
et	O
al	O
.,	O
2009	O
;	O
García	O
et	O
al	O
.,	O
2010	O
),	O
and	O
dopaminergic	O
and	O
serotonergic	O
signaling	O
systems	O
(	O
Manuel	O
-	O
Apolinar	O
et	O
al	O
.,	O
2014	O
).	O

Thus	O
a	O
study	O
with	O
80	O
%	O
power	O
and	O
95	O
%	O
significance	O
needed	O
22	O
079	O
child	O
-	O
months	O
per	O
group	O
(	O
total	O
of	O
2454	O
children	O
for	O
18	O
months	O
follow	O
-	O
up	O
).	O

In	O
the	O
case	O
of	O
asthma	O
,	O
the	O
risk	O
of	O
uncontrolled	O
severe	O
asthma	O
(	O
which	O
may	O
include	O
maternal	O
or	O
fetal	O
mortality	O
)	O
would	O
usually	O
be	O
the	O
greater	O
risk	O
,	O
suggesting	O
that	O
oral	O
corticosteroids	O
must	O
still	O
be	O
used	O
when	O
indicated	O
for	O
the	O
management	O
of	O
severe	O
gestational	O
asthma	O
.	O

The	O
means	O
at	O
each	O
time	O
point	O
and	O
for	O
hypothalamic	O
gene	O
expression	O
,	O
folate	O
status	O
and	O
glucose	O
response	O
were	O
compared	O
by	O
one	O
-	O
way	O
analysis	O
of	O
variance	O
using	O
the	O
PROC	O
GLM	O
followed	O
by	O
a	O
Tukey	O
’	O
s	O
post	O
-	O
hoc	O
test	O
.	O

Also	O
,	O
dietary	O
surveys	O
during	O
pregnancy	O
have	O
suggested	O
the	O
poor	O
diet	O
quality	O
and	O
quantity	O
of	O
low	O
socioeconomic	O
groups	O
[	O
27	O
].	O

Higher	O
IMF	O
deposition	O
with	O
higher	O
concentrate	O
feeding	O
may	O
occur	O
if	O
IMF	O
preferentially	O
uses	O
glucose	O
as	O
a	O
substrate	O
for	O
FA	O
synthesis	O
,	O
while	O
subcutaneous	O
fat	O
uses	O
acetate	O
,	O
as	O
described	O
by	O
Smith	O
and	O
Crouse	O
[	O
88	O
].	O

We	O
computed	O
the	O
relative	O
abundance	O
for	O
each	O
OTU	O
by	O
dividing	O
the	O
read	O
count	O
in	O
each	O
cell	O
by	O
the	O
total	O
number	O
of	O
reads	O
in	O
the	O
sample	O
and	O
filtered	O
out	O
OTUs	O
with	O
zero	O
or	O
near	O
-	O
zero	O
variance	O
using	O
the	O
caret	O
package	O
in	O
R	O
.	O
This	O
results	O
in	O
624	O
OTUs	O
.	O

PubMed	O
Central	O
:	O

Low	O
Utilization	O
of	O
Maternal	O
Health	O
Service	O
in	O
Developing	O
Countries	O
It	O
is	O
well	O
established	O
that	O
antenatal	O
care	O
provides	O
pregnant	O
women	O
with	O
opportunities	O
to	O
receive	O
cost	O
-	O
effective	O
interventions	O
which	O
are	O
beneficial	O
to	O
mother	O
and	O
child	O
;	O
these	O
interventions	O
include	O
preventive	O
treatments	O
of	O
iron	O
deficiency	O
anemia	O
.	O

The	O
dams	O
were	O
housed	O
individually	O
in	O
ventilated	O
plastic	O
transparent	O
cages	O
with	O
bedding	O
in	O
a	O
12	O
:	O
12	O
h	O
light	O
-	O
dark	O
cycle	O
(	O
lights	O
on	O
at	O
0700	O
at	O
22	O
±	O
1	O
°	O
C	O
).	O

Children	O
with	O
autism	O
had	O
significantly	O
lower	O
serum	O
levels	O
of	O
25	O
-	O
hydroxy	O
vitamin	O
D	O
than	O
healthy	O
